# Cavity mode tracking
# Output period: 1 steps
# timestep time(ps) cavity_kinetic_energy cavity_potential_energy cavity_total_energy cavity_temperature
3122 0.042896 1.107847 1.855115 2.962962 233206.333907
3123 0.042919 1.080956 1.830359 2.911315 227545.713302
3124 0.042942 1.054262 1.806070 2.860332 221926.571702
3125 0.042965 1.027773 1.782243 2.810016 216350.512578
3126 0.042989 1.001439 1.758875 2.760315 210807.124316
3127 0.043012 0.975288 1.735962 2.711250 205302.138008
3128 0.043035 0.949387 1.713499 2.662886 199849.840339
3129 0.043058 0.923699 1.691482 2.615180 194442.408232
3130 0.043081 0.898170 1.669905 2.568075 189068.500915
3131 0.043107 0.870144 1.646507 2.516650 183168.835746
3132 0.043133 0.842483 1.623640 2.466122 177346.110008
3133 0.043159 0.815126 1.601297 2.416423 171587.502421
3134 0.043184 0.788149 1.579474 2.367623 165908.653798
3135 0.043210 0.761556 1.558163 2.319718 160310.635589
3136 0.043236 0.735242 1.537358 2.272600 154771.549013
3137 0.043261 0.709307 1.517055 2.226362 149312.176548
3138 0.043287 0.683766 1.497246 2.181012 143935.496005
3139 0.043313 0.658606 1.477928 2.136534 138639.377566
3140 0.043339 0.633886 1.459091 2.092977 133435.544646
3141 0.043367 0.607360 1.439071 2.046431 127851.877263
3142 0.043395 0.581269 1.419611 2.000880 122359.566534
3143 0.043423 0.555592 1.400706 1.956298 116954.507313
3144 0.043451 0.530419 1.382350 1.912769 111655.493931
3145 0.043479 0.505775 1.364534 1.870310 106467.778933
3146 0.043507 0.481651 1.347254 1.828905 101389.612543
3147 0.043535 0.458074 1.330500 1.788574 96426.442537
3148 0.043563 0.434998 1.314267 1.749265 91568.961482
3149 0.043591 0.412434 1.298549 1.710982 86818.981683
3150 0.043619 0.390454 1.283339 1.673793 82192.116542
3151 0.043647 0.369201 1.268751 1.637951 77718.284571
3152 0.043675 0.348521 1.254650 1.603171 73365.035289
3153 0.043703 0.328424 1.241030 1.569454 69134.547547
3154 0.043731 0.308867 1.227886 1.536753 65017.749300
3155 0.043758 0.289873 1.215212 1.505085 61019.457714
3156 0.043786 0.271472 1.203003 1.474475 57146.040764
3157 0.043814 0.253703 1.191252 1.444955 53405.512910
3158 0.043842 0.236513 1.179955 1.416467 49786.923482
3159 0.043870 0.219887 1.169106 1.388993 46287.133752
3160 0.043898 0.203849 1.158701 1.362550 42911.161467
3161 0.043923 0.189915 1.149676 1.339592 39977.908510
3162 0.043948 0.176479 1.141006 1.317485 37149.663463
3163 0.043973 0.163524 1.132688 1.296212 34422.551591
3164 0.043998 0.151069 1.124717 1.275786 31800.566018
3165 0.044023 0.139134 1.117093 1.256227 29288.369971
3166 0.044048 0.127713 1.109810 1.237523 26884.069972
3167 0.044074 0.116769 1.102867 1.219636 24580.409180
3168 0.044099 0.106335 1.096260 1.202595 22383.950210
3169 0.044124 0.096431 1.089989 1.186420 20299.158968
3170 0.044149 0.087045 1.084048 1.171092 18323.231023
3171 0.044172 0.079004 1.078968 1.157972 16630.689109
3172 0.044194 0.071408 1.074154 1.145562 15031.668778
3173 0.044217 0.064208 1.069603 1.133811 13516.064734
3174 0.044240 0.057416 1.065317 1.122733 12086.278326
3175 0.044263 0.051055 1.061292 1.112347 10747.281313
3176 0.044285 0.045110 1.057528 1.102638 9495.945657
3177 0.044308 0.039608 1.054022 1.093630 8337.651991
3178 0.044331 0.034510 1.050772 1.085282 7264.557921
3179 0.044353 0.029818 1.047780 1.077598 6276.880093
3180 0.044376 0.025562 1.045043 1.070605 5380.985684
3181 0.044397 0.022002 1.042736 1.064738 4631.433044
3182 0.044418 0.018805 1.040647 1.059453 3958.603872
3183 0.044439 0.015965 1.038773 1.054738 3360.795583
3184 0.044460 0.013487 1.037114 1.050601 2838.967450
3185 0.044481 0.011361 1.035669 1.047030 2391.548562
3186 0.044502 0.009585 1.034438 1.044023 2017.692874
3187 0.044523 0.008164 1.033420 1.041584 1718.558804
3188 0.044544 0.007094 1.032615 1.039709 1493.360141
3189 0.044565 0.006384 1.032023 1.038407 1343.952357
3190 0.044586 0.006033 1.031643 1.037676 1269.974435
3191 0.044606 0.006021 1.031479 1.037500 1267.493407
3192 0.044626 0.006318 1.031502 1.037820 1329.908264
3193 0.044646 0.006923 1.031712 1.038635 1457.257578
3194 0.044665 0.007836 1.032109 1.039945 1649.410620
3195 0.044685 0.009050 1.032693 1.041744 1905.163993
3196 0.044705 0.010573 1.033464 1.044037 2225.607878
3197 0.044725 0.012397 1.034422 1.046819 2609.553441
3198 0.044744 0.014518 1.035567 1.050085 3056.180469
3199 0.044764 0.016939 1.036898 1.053837 3565.707491
3200 0.044784 0.019659 1.038415 1.058075 4138.391791
3201 0.044803 0.022526 1.040036 1.062562 4741.801727
3202 0.044822 0.025658 1.041826 1.067485 5401.181727
3203 0.044841 0.029060 1.043787 1.072847 6117.300492
3204 0.044860 0.032716 1.045918 1.078633 6886.790390
3205 0.044878 0.036641 1.048218 1.084859 7713.094544
3206 0.044897 0.040839 1.050690 1.091529 8596.677693
3207 0.044916 0.045279 1.053334 1.098613 9531.360497
3208 0.044935 0.049974 1.056148 1.106123 10519.752279
3209 0.044954 0.054934 1.059135 1.114069 11563.756273
3210 0.044973 0.060131 1.062294 1.122425 12657.812602
3211 0.044991 0.065362 1.065492 1.130855 13759.031663
3212 0.045009 0.070827 1.068851 1.139678 14909.426670
3213 0.045027 0.076497 1.072370 1.148866 16102.881021
3214 0.045045 0.082407 1.076049 1.158455 17346.997292
3215 0.045063 0.088539 1.079889 1.168427 18637.739492
3216 0.045081 0.094869 1.083890 1.178760 19970.348507
3217 0.045100 0.101434 1.088054 1.189488 21352.366791
3218 0.045118 0.108203 1.092380 1.200583 22777.171632
3219 0.045136 0.115180 1.096868 1.212048 24245.887436
3220 0.045154 0.122400 1.101519 1.223919 25765.785620
3221 0.045171 0.129590 1.106176 1.235766 27279.319689
3222 0.045189 0.136970 1.110988 1.247958 28832.816445
3223 0.045207 0.144545 1.115954 1.260499 30427.285230
3224 0.045224 0.152300 1.121077 1.273377 32059.744953
3225 0.045242 0.160240 1.126355 1.286595 33731.142297
3226 0.045259 0.168389 1.131791 1.300180 35446.603804
3227 0.045277 0.176738 1.137384 1.314122 37204.006654
3228 0.045294 0.185254 1.143136 1.328390 38996.762700
3229 0.045312 0.193945 1.149047 1.342992 40826.317424
3230 0.045329 0.202790 1.155117 1.357908 42688.229509
3231 0.045346 0.211524 1.161174 1.372699 44526.758809
3232 0.045363 0.220405 1.167383 1.387788 46396.082433
3233 0.045380 0.229470 1.173744 1.403213 48304.350420
3234 0.045398 0.238707 1.180258 1.418965 50248.872378
3235 0.045415 0.248093 1.186926 1.435019 52224.589749
3236 0.045432 0.257642 1.193749 1.451391 54234.778137
3237 0.045449 0.267371 1.200727 1.468098 56282.773918
3238 0.045466 0.277244 1.207862 1.485107 58361.062286
3239 0.045483 0.287230 1.215155 1.502384 60463.053125
3240 0.045500 0.297381 1.222605 1.519985 62599.876224
3241 0.045517 0.307452 1.230035 1.537487 64719.879831
3242 0.045533 0.317609 1.237617 1.555226 66857.932679
3243 0.045550 0.327840 1.245352 1.573192 69011.731596
3244 0.045567 0.338188 1.253238 1.591426 71189.914171
3245 0.045583 0.348711 1.261278 1.609989 73405.058829
3246 0.045600 0.359409 1.269473 1.628882 75657.053857
3247 0.045617 0.370193 1.277824 1.648017 77927.195559
3248 0.045633 0.381107 1.286330 1.667437 80224.681237
3249 0.045650 0.392160 1.294994 1.687154 82551.253082
3250 0.045666 0.403308 1.303817 1.707125 84898.084182
3251 0.045683 0.414344 1.312619 1.726963 87221.117630
3252 0.045699 0.425438 1.321575 1.747013 89556.564373
3253 0.045715 0.436654 1.330684 1.767338 91917.523934
3254 0.045732 0.448044 1.339948 1.787992 94315.152667
3255 0.045748 0.459511 1.349369 1.808880 96728.890185
3256 0.045764 0.471026 1.358946 1.829973 99153.002000
3257 0.045781 0.482611 1.368680 1.851291 101591.564582
3258 0.045797 0.494279 1.378572 1.872851 104047.771383
3259 0.045813 0.506102 1.388622 1.894724 106536.588736
3260 0.045830 0.517980 1.398833 1.916813 109036.885451
3261 0.045846 0.529693 1.409029 1.938722 111502.611806
3262 0.045862 0.541540 1.419381 1.960920 113996.317620
3263 0.045878 0.553489 1.429889 1.983378 116511.714283
3264 0.045894 0.565512 1.440555 2.006067 119042.689448
3265 0.045910 0.577572 1.451379 2.028951 121581.218901
3266 0.045926 0.589690 1.462362 2.052052 124132.290093
3267 0.045942 0.601880 1.473505 2.075384 126698.182729
3268 0.045958 0.614120 1.484807 2.098927 129274.753590
3269 0.045974 0.626448 1.496271 2.122719 131869.869680
3270 0.045990 0.638816 1.507897 2.146712 134473.322676
3271 0.046006 0.651057 1.519519 2.170576 137050.114681
3272 0.046022 0.663418 1.531301 2.194719 139652.167511
3273 0.046038 0.675782 1.543243 2.219025 142254.938995
3274 0.046054 0.688136 1.555345 2.243481 144855.518632
3275 0.046070 0.700601 1.567607 2.268208 147479.374705
3276 0.046085 0.713111 1.580031 2.293143 150112.905478
3277 0.046101 0.725649 1.592618 2.318266 152752.045744
3278 0.046117 0.738263 1.605368 2.343631 155407.523401
3279 0.046133 0.750930 1.618282 2.369212 158073.892210
3280 0.046149 0.763651 1.631361 2.395012 160751.760534
3281 0.046164 0.776287 1.644453 2.420740 163411.578117
3282 0.046180 0.788917 1.657708 2.446626 166070.390769
3283 0.046196 0.801560 1.671126 2.472686 168731.660142
3284 0.046211 0.814271 1.684709 2.498980 171407.481834
3285 0.046227 0.827003 1.698457 2.525459 174087.512773
3286 0.046243 0.839763 1.712370 2.552133 176773.583529
3287 0.046258 0.852532 1.726449 2.578981 179461.448608
3288 0.046274 0.865298 1.740696 2.605994 182148.795481
3289 0.046290 0.878069 1.755110 2.633178 184837.088391
3290 0.046305 0.890858 1.769692 2.660550 187529.324147
3291 0.046321 0.903563 1.784306 2.687869 190203.811291
3292 0.046336 0.916245 1.799086 2.715331 192873.371658
3293 0.046352 0.928961 1.814033 2.742994 195550.196059
3294 0.046367 0.941756 1.829149 2.770905 198243.518714
3295 0.046383 0.954480 1.844433 2.798913 200922.069208
3296 0.046398 0.967121 1.859886 2.827007 203582.961180
3297 0.046414 0.979741 1.875508 2.855248 206239.465866
3298 0.046429 0.992350 1.891299 2.883649 208893.816830
3299 0.046445 1.004982 1.907260 2.912242 211552.856443
3300 0.046460 1.017719 1.923392 2.941111 214234.076323
3301 0.046476 1.030394 1.939581 2.969974 216902.119001
3302 0.046491 1.043005 1.955939 2.998944 219556.808403
3303 0.046507 1.055614 1.972469 3.028083 222211.096994
3304 0.046522 1.068145 1.989170 3.057315 224848.998843
3305 0.046537 1.080625 2.006042 3.086667 227476.076495
3306 0.046553 1.093208 2.023086 3.116294 230124.795006
3307 0.046568 1.105755 2.040304 3.146059 232765.944814
3308 0.046584 1.118198 2.057695 3.175894 235385.426055
3309 0.046599 1.130713 2.075260 3.205973 238019.717638
3310 0.046614 1.143204 2.093001 3.236205 240649.228667
3311 0.046630 1.155570 2.110824 3.266394 243252.284532
3312 0.046645 1.167932 2.128821 3.296753 245854.615534
3313 0.046660 1.180236 2.146992 3.327228 248444.578054
3314 0.046676 1.192506 2.165338 3.357844 251027.497201
3315 0.046691 1.204775 2.183860 3.388635 253610.234885
3316 0.046706 1.216980 2.202557 3.419537 256179.305774
3317 0.046722 1.229125 2.221431 3.450556 258735.825642
3318 0.046737 1.241267 2.240481 3.481749 261291.932725
3319 0.046752 1.253420 2.259709 3.513129 263850.203002
3320 0.046768 1.265508 2.279115 3.544622 266394.609758
3321 0.046783 1.277510 2.298634 3.576144 268921.088269
3322 0.046798 1.289450 2.318332 3.607782 271434.673872
3323 0.046814 1.301266 2.338206 3.639472 273921.834075
3324 0.046829 1.313101 2.358259 3.671359 276413.188390
3325 0.046844 1.324860 2.378490 3.703349 278888.447426
3326 0.046859 1.336534 2.398899 3.735433 281346.011317
3327 0.046875 1.348150 2.419488 3.767638 283791.176438
3328 0.046890 1.359729 2.440255 3.799984 286228.586103
3329 0.046905 1.371294 2.461202 3.832496 288663.032175
3330 0.046920 1.382803 2.482329 3.865132 291085.863671
3331 0.046936 1.394287 2.503607 3.897894 293503.296902
3332 0.046951 1.405706 2.525066 3.930772 295906.970379
3333 0.046966 1.417080 2.546706 3.963786 298301.293147
3334 0.046981 1.428412 2.568527 3.996939 300686.714561
3335 0.046997 1.439664 2.590530 4.030194 303055.314930
3336 0.047012 1.450786 2.612715 4.063501 305396.474223
3337 0.047027 1.461784 2.635081 4.096865 307711.551220
3338 0.047042 1.472695 2.657629 4.130324 310008.426683
3339 0.047058 1.483566 2.680359 4.163924 312296.715624
3340 0.047073 1.494411 2.703271 4.197682 314579.773012
3341 0.047088 1.505235 2.726376 4.231612 316858.319338
3342 0.047103 1.515951 2.749665 4.265616 319113.993966
3343 0.047119 1.526493 2.773137 4.299631 321333.192300
3344 0.047134 1.537008 2.796792 4.333800 323546.561291
3345 0.047149 1.547492 2.820630 4.368123 325753.603708
3346 0.047164 1.557892 2.844652 4.402545 327942.841365
3347 0.047180 1.568187 2.868858 4.437045 330109.910314
3348 0.047195 1.578320 2.893247 4.471568 332242.992085
3349 0.047210 1.588363 2.917820 4.506183 334357.053329
3350 0.047225 1.598369 2.942576 4.540945 336463.235482
3351 0.047241 1.608265 2.967575 4.575840 338546.513740
3352 0.047256 1.618135 2.992757 4.610892 340624.153925
3353 0.047271 1.628030 3.018126 4.646155 342707.021995
3354 0.047287 1.637779 3.043680 4.681459 344759.309083
3355 0.047302 1.647307 3.069419 4.716727 346765.072162
3356 0.047317 1.656737 3.095342 4.752080 348750.070270
3357 0.047333 1.666176 3.121451 4.787626 350736.922474
3358 0.047348 1.675439 3.147744 4.823183 352686.967220
3359 0.047363 1.684566 3.174221 4.858788 354608.213015
3360 0.047378 1.693665 3.200883 4.894549 356523.582039
3361 0.047394 1.702718 3.227844 4.930562 358429.170616
3362 0.047409 1.711631 3.254991 4.966621 360305.376626
3363 0.047424 1.720367 3.282323 5.002691 362144.500981
3364 0.047440 1.729057 3.309840 5.038897 363973.609867
3365 0.047455 1.737777 3.337544 5.075321 365809.314723
3366 0.047471 1.746358 3.365434 5.111792 367615.670466
3367 0.047486 1.754767 3.393509 5.148276 369385.742740
3368 0.047501 1.763107 3.421770 5.184877 371141.324328
3369 0.047517 1.771279 3.450217 5.221495 372861.494160
3370 0.047532 1.779277 3.478847 5.258124 374545.232559
3371 0.047547 1.787221 3.507841 5.295062 376217.485424
3372 0.047563 1.795088 3.537020 5.332108 377873.464235
3373 0.047578 1.802862 3.566386 5.369248 379509.886839
3374 0.047594 1.810448 3.595938 5.406386 381106.829516
3375 0.047609 1.817940 3.625674 5.443614 382683.857616
3376 0.047625 1.825299 3.655596 5.480895 384232.953049
3377 0.047640 1.832590 3.685702 5.518291 385767.763350
3378 0.047656 1.839861 3.715993 5.555853 387298.293172
3379 0.047671 1.846936 3.746469 5.593405 388787.699051
3380 0.047687 1.853880 3.777128 5.631008 390249.453727
3381 0.047702 1.860769 3.808225 5.668994 391699.624125
3382 0.047718 1.867482 3.839508 5.706990 393112.728042
3383 0.047733 1.874085 3.870976 5.745061 394502.598912
3384 0.047749 1.880566 3.902629 5.783195 395867.039591
3385 0.047764 1.886833 3.934466 5.821299 397186.135344
3386 0.047780 1.892955 3.966486 5.859441 398474.941978
3387 0.047796 1.899032 3.998688 5.897721 399754.180471
3388 0.047811 1.905045 4.031074 5.936119 401019.964848
3389 0.047827 1.910932 4.063642 5.974575 402259.229582
3390 0.047842 1.916676 4.096392 6.013069 403468.367190
3391 0.047858 1.922277 4.129664 6.051941 404647.233062
3392 0.047874 1.927661 4.163120 6.090780 405780.638742
3393 0.047890 1.932993 4.196757 6.129750 406902.996149
3394 0.047905 1.938155 4.230578 6.168733 407989.717004
3395 0.047921 1.943054 4.264579 6.207634 409021.037856
3396 0.047937 1.947891 4.298760 6.246652 410039.227266
3397 0.047952 1.952624 4.333122 6.285746 411035.540181
3398 0.047968 1.957221 4.367662 6.324882 412003.055829
3399 0.047984 1.961704 4.402380 6.364084 412946.754993
3400 0.048000 1.966026 4.437276 6.403302 413856.621674
3401 0.048016 1.970301 4.472794 6.443095 414756.551179
3402 0.048032 1.974353 4.508494 6.482846 415609.481025
3403 0.048048 1.978221 4.544371 6.522592 416423.819153
3404 0.048063 1.981998 4.580426 6.562425 417218.857241
3405 0.048079 1.985701 4.616659 6.602360 417998.327518
3406 0.048095 1.989277 4.653070 6.642346 418750.977108
3407 0.048111 1.992727 4.689656 6.682382 419477.245898
3408 0.048127 1.996011 4.726418 6.722429 420168.600383
3409 0.048143 1.999092 4.763353 6.762446 420817.209432
3410 0.048159 2.002093 4.800462 6.802555 421448.884918
3411 0.048175 2.005016 4.838312 6.843328 422064.181567
3412 0.048191 2.007847 4.876339 6.884186 422660.036300
3413 0.048208 2.010542 4.914543 6.925084 423227.402123
3414 0.048224 2.013014 4.952921 6.965934 423747.732521
3415 0.048240 2.015268 4.991472 7.006740 424222.351005
3416 0.048256 2.017301 5.030194 7.047495 424650.322119
3417 0.048272 2.019193 5.069084 7.088277 425048.453863
3418 0.048289 2.021067 5.108144 7.129211 425442.992727
3419 0.048305 2.022819 5.147373 7.170192 425811.826735
3420 0.048321 2.024405 5.186768 7.211173 426145.668733
3421 0.048337 2.025860 5.227044 7.252905 426452.051375
3422 0.048354 2.027006 5.267491 7.294497 426693.238891
3423 0.048370 2.027920 5.308103 7.336023 426885.595176
3424 0.048387 2.028666 5.348881 7.377548 427042.681085
3425 0.048403 2.029213 5.389823 7.419035 427157.670495
3426 0.048420 2.029755 5.430926 7.460680 427271.841385
3427 0.048436 2.030196 5.472191 7.502387 427364.704914
3428 0.048453 2.030369 5.513617 7.543986 427401.128281
3429 0.048469 2.030363 5.555201 7.585564 427399.947857
3430 0.048486 2.030259 5.596940 7.627200 427378.058018
3431 0.048502 2.030012 5.639724 7.669736 427326.018891
3432 0.048519 2.029560 5.682668 7.712228 427230.817125
3433 0.048536 2.028963 5.725769 7.754732 427105.078626
3434 0.048553 2.028285 5.769027 7.797312 426962.337402
3435 0.048570 2.027366 5.812441 7.839807 426768.935202
3436 0.048587 2.026223 5.856007 7.882229 426528.286145
3437 0.048603 2.024909 5.899723 7.924632 426251.837199
3438 0.048620 2.023498 5.943586 7.967084 425954.700451
3439 0.048637 2.021948 5.987598 8.009547 425628.526600
3440 0.048654 2.020182 6.031754 8.051937 425256.796341
3441 0.048671 2.018276 6.077155 8.095431 424855.583363
3442 0.048688 2.016205 6.122704 8.138909 424419.608449
3443 0.048706 2.013931 6.168399 8.182330 423940.827418
3444 0.048723 2.011548 6.214237 8.225785 423439.176565
3445 0.048740 2.009055 6.260219 8.269274 422914.500663
3446 0.048757 2.006415 6.306340 8.312755 422358.675164
3447 0.048775 2.003557 6.352601 8.356159 421757.170564
3448 0.048792 2.000451 6.398996 8.399447 421103.189474
3449 0.048809 1.997256 6.445524 8.442779 420430.633070
3450 0.048826 1.993972 6.492183 8.486154 419739.344395
3451 0.048844 1.990384 6.540340 8.530724 418984.153972
3452 0.048862 1.986655 6.588631 8.575286 418199.087934
