# Cavity mode tracking
# Output period: 1 steps
# timestep time(ps) cavity_kinetic_energy cavity_potential_energy cavity_total_energy cavity_temperature
2642 0.034286 2.380203 14.107490 16.487693 501042.674839
2643 0.034301 2.358551 14.173596 16.532146 496484.754518
2644 0.034316 2.336935 14.239552 16.576487 491934.542168
2645 0.034332 2.315219 14.305356 16.620575 487363.216102
2646 0.034347 2.293321 14.371002 16.664323 482753.662665
2647 0.034362 2.271335 14.436483 16.707818 478125.392513
2648 0.034377 2.249273 14.501795 16.751068 473481.291305
2649 0.034392 2.227127 14.566934 16.794061 468819.531075
2650 0.034407 2.204987 14.631893 16.836880 464158.849253
2651 0.034423 2.182142 14.698775 16.880917 459349.956456
2652 0.034439 2.159197 14.765458 16.924655 454519.891683
2653 0.034454 2.136143 14.831937 16.968080 449667.016988
2654 0.034470 2.113003 14.898205 17.011207 444795.876473
2655 0.034486 2.089845 14.964257 17.054101 439921.004418
2656 0.034501 2.066736 15.030089 17.096825 435056.603220
2657 0.034517 2.043610 15.095698 17.139308 430188.379323
2658 0.034533 2.020342 15.161078 17.181420 425290.396763
2659 0.034548 1.996978 15.226221 17.223199 420372.132613
2660 0.034564 1.973693 15.291122 17.264815 415470.680790
2661 0.034580 1.949567 15.358193 17.307760 410391.899393
2662 0.034596 1.925427 15.424994 17.350421 405310.371442
2663 0.034613 1.901206 15.491523 17.392729 400211.746111
2664 0.034629 1.876847 15.557768 17.434615 395084.117849
2665 0.034645 1.852502 15.623725 17.476227 389959.396887
2666 0.034661 1.828266 15.689388 17.517654 384857.500357
2667 0.034678 1.804055 15.754755 17.558811 379761.124909
2668 0.034694 1.779739 15.819819 17.599558 374642.557101
2669 0.034710 1.755360 15.884571 17.639931 369510.544740
2670 0.034726 1.731029 15.949006 17.680035 364388.885694
2671 0.034743 1.705764 16.015915 17.721679 359070.419658
2672 0.034760 1.680497 16.082469 17.762966 353751.566039
2673 0.034777 1.655286 16.148660 17.803946 348444.620180
2674 0.034794 1.630079 16.214486 17.844564 343138.342672
2675 0.034811 1.604848 16.279934 17.884782 337827.094671
2676 0.034828 1.579711 16.345003 17.924714 332535.789676
2677 0.034845 1.554588 16.409683 17.964271 327247.193140
2678 0.034862 1.529496 16.473970 18.003466 321965.308288
2679 0.034879 1.504557 16.537856 18.042413 316715.532473
2680 0.034896 1.479756 16.601339 18.081095 311494.868809
2681 0.034914 1.453685 16.667676 18.121361 306006.840513
2682 0.034931 1.427661 16.733550 18.161211 300528.471636
2683 0.034949 1.401746 16.798957 18.200703 295073.389492
2684 0.034967 1.375953 16.863888 18.239841 289643.740546
2685 0.034985 1.350231 16.928339 18.278570 284229.289916
2686 0.035003 1.324548 16.992300 18.316847 278822.847100
2687 0.035020 1.299024 17.055763 18.354787 273450.002892
2688 0.035038 1.273661 17.118725 18.392386 268111.017514
2689 0.035056 1.248402 17.181178 18.429580 262793.814587
2690 0.035074 1.223212 17.243117 18.466329 257491.178521
2691 0.035093 1.196518 17.308385 18.504903 251871.987611
2692 0.035112 1.170010 17.373052 18.543062 246291.889329
2693 0.035131 1.143728 17.437113 18.580841 240759.541429
2694 0.035150 1.117584 17.500560 18.618144 235256.084859
2695 0.035169 1.091642 17.563383 18.655025 229795.115271
2696 0.035188 1.065980 17.625580 18.691560 224393.233350
2697 0.035207 1.040441 17.687142 18.727583 219017.131743
2698 0.035226 1.014995 17.748060 18.763056 213660.739567
2699 0.035245 0.989784 17.808324 18.798108 208353.709671
2700 0.035263 0.964845 17.867929 18.832775 203103.921579
2701 0.035284 0.938142 17.931469 18.869610 197482.718262
2702 0.035304 0.911700 17.994223 18.905923 191916.630903
2703 0.035325 0.885566 18.056187 18.941752 186415.318661
2704 0.035345 0.859653 18.117351 18.977003 180960.442231
2705 0.035366 0.833991 18.177703 19.011695 175558.631271
2706 0.035386 0.808633 18.237238 19.045871 170220.535245
2707 0.035407 0.783543 18.295946 19.079489 164938.959137
2708 0.035427 0.758749 18.353818 19.112567 159719.850761
2709 0.035447 0.734292 18.410847 19.145139 154571.564496
2710 0.035468 0.710139 18.467026 19.177165 149487.166305
2711 0.035490 0.683843 18.527944 19.211786 143951.753435
2712 0.035513 0.657897 18.587806 19.245702 138489.955798
2713 0.035535 0.632336 18.646599 19.278935 133109.427912
2714 0.035558 0.607226 18.704315 19.311541 127823.625732
2715 0.035581 0.582527 18.760946 19.343473 122624.434669
2716 0.035603 0.558197 18.816479 19.374676 117502.780148
2717 0.035626 0.534337 18.870903 19.405240 112480.080804
2718 0.035648 0.510942 18.924214 19.435155 107555.381588
2719 0.035671 0.487961 18.976399 19.464360 102717.886989
2720 0.035693 0.465446 19.027448 19.492894 97978.261098
2721 0.035719 0.440343 19.084229 19.524572 92693.966389
2722 0.035744 0.415861 19.139511 19.555372 87540.558042
2723 0.035770 0.392036 19.193285 19.585321 82525.243105
2724 0.035796 0.368814 19.245540 19.614354 77636.809464
2725 0.035821 0.346251 19.296260 19.642511 72887.186694
2726 0.035847 0.324370 19.345441 19.669812 68281.317153
2727 0.035873 0.303079 19.393070 19.696149 63799.346219
2728 0.035898 0.282407 19.439127 19.721535 59447.930973
2729 0.035924 0.262416 19.483604 19.746020 55239.559773
2730 0.035950 0.243160 19.526490 19.769649 51186.158094
2731 0.035979 0.221872 19.573924 19.795796 46705.035078
2732 0.036009 0.201534 19.619227 19.820761 42423.789601
2733 0.036039 0.182134 19.662395 19.844529 38340.004201
2734 0.036068 0.163633 19.703407 19.867040 34445.353695
2735 0.036098 0.146065 19.742249 19.888314 30747.349403
2736 0.036127 0.129475 19.778904 19.908378 27254.931130
2737 0.036157 0.113886 19.813367 19.927254 23973.528565
2738 0.036186 0.099282 19.845632 19.944914 20899.201722
2739 0.036216 0.085683 19.875686 19.961369 18036.699944
2740 0.036246 0.073085 19.903527 19.976613 15384.794315
2741 0.036278 0.060517 19.931261 19.991777 12739.021430
2742 0.036310 0.049129 19.956356 20.005484 10341.775037
2743 0.036342 0.038932 19.978801 20.017733 8195.367583
2744 0.036374 0.029950 19.998590 20.028540 6304.679322
2745 0.036406 0.022193 20.015720 20.037913 4671.653033
2746 0.036438 0.015650 20.030193 20.045843 3294.414869
2747 0.036471 0.010312 20.042005 20.052318 2170.821931
2748 0.036503 0.006190 20.051147 20.057338 1303.122415
2749 0.036535 0.003287 20.057620 20.060906 691.894066
2750 0.036567 0.001598 20.061421 20.063019 336.488149
2751 0.036596 0.001112 20.062561 20.063673 234.117694
2752 0.036625 0.001615 20.061518 20.063133 340.048570
2753 0.036654 0.003111 20.058289 20.061400 654.887347
2754 0.036683 0.005594 20.052882 20.058475 1177.491295
2755 0.036712 0.009068 20.045298 20.054366 1908.890566
2756 0.036741 0.013528 20.035535 20.049063 2847.722485
2757 0.036770 0.018954 20.023602 20.042557 3989.992612
2758 0.036799 0.025352 20.009510 20.034862 5336.758869
2759 0.036829 0.032726 19.993255 20.025982 6889.046537
2760 0.036858 0.041057 19.974844 20.015901 8642.624203
2761 0.036882 0.048944 19.957370 20.006314 10302.885401
2762 0.036907 0.057521 19.938329 19.995850 12108.331982
2763 0.036932 0.066806 19.917725 19.984531 14063.006384
2764 0.036957 0.076771 19.895557 19.972328 16160.625834
2765 0.036982 0.087417 19.871840 19.959258 18401.718563
2766 0.037007 0.098765 19.846572 19.945337 20790.498297
2767 0.037032 0.110749 19.819760 19.930509 23313.191136
2768 0.037057 0.123380 19.791418 19.914798 25972.087332
2769 0.037082 0.136689 19.761550 19.898239 28773.512296
2770 0.037107 0.150628 19.730162 19.880791 31707.915862
2771 0.037129 0.163540 19.700998 19.864537 34425.758180
2772 0.037151 0.176957 19.670647 19.847604 37250.243485
2773 0.037173 0.190894 19.639116 19.830010 40183.960866
2774 0.037195 0.205352 19.606408 19.811759 43227.418372
2775 0.037217 0.220294 19.572527 19.792821 46372.823543
2776 0.037239 0.235733 19.537481 19.773214 49622.750255
2777 0.037261 0.251645 19.501274 19.752918 52972.238452
2778 0.037284 0.268020 19.463916 19.731936 56419.370953
2779 0.037306 0.284866 19.425413 19.710279 59965.533184
2780 0.037328 0.302135 19.385773 19.687907 63600.603294
2781 0.037348 0.318430 19.348386 19.666816 67030.753052
2782 0.037368 0.335122 19.310049 19.645171 70544.503281
2783 0.037389 0.352118 19.270771 19.622890 74122.394336
2784 0.037409 0.369499 19.230562 19.600061 77780.993829
2785 0.037429 0.387220 19.189423 19.576644 81511.452043
2786 0.037450 0.405277 19.147368 19.552645 85312.504968
2787 0.037470 0.423753 19.104397 19.528150 89201.737870
2788 0.037490 0.442538 19.060516 19.503054 93155.994524
2789 0.037511 0.461622 19.015737 19.477359 97173.284481
2790 0.037531 0.481107 18.970064 19.451171 101274.934573
2791 0.037550 0.499653 18.926453 19.426106 105179.018446
2792 0.037569 0.518462 18.882070 19.400532 109138.442166
2793 0.037588 0.537606 18.836918 19.374525 113168.389874
2794 0.037607 0.557007 18.791001 19.348009 117252.361888
2795 0.037626 0.576624 18.744330 19.320953 121381.742541
2796 0.037645 0.596489 18.696909 19.293398 125563.416176
2797 0.037664 0.616689 18.648747 19.265436 129815.683195
2798 0.037683 0.637138 18.599842 19.236980 134120.156577
2799 0.037702 0.657775 18.550209 19.207984 138464.338149
2800 0.037721 0.678656 18.499851 19.178506 142859.828001
2801 0.037739 0.698707 18.451352 19.150059 147080.645537
2802 0.037758 0.718965 18.402211 19.121177 151345.187911
2803 0.037776 0.739473 18.352436 19.091909 155662.176115
2804 0.037794 0.760218 18.302027 19.062245 160029.054768
2805 0.037812 0.781131 18.250993 19.032124 164431.359970
2806 0.037830 0.802256 18.199339 19.001595 168878.249955
2807 0.037848 0.823553 18.147070 18.970623 173361.306988
2808 0.037866 0.845033 18.094194 18.939228 177883.046760
2809 0.037884 0.866703 18.040716 18.907419 182444.634075
2810 0.037902 0.888523 17.986642 18.875165 187037.788656
2811 0.037920 0.909550 17.934226 18.843775 191463.968109
2812 0.037937 0.930701 17.881276 18.811977 195916.409155
2813 0.037954 0.951974 17.827797 18.779771 200394.522780
2814 0.037972 0.973337 17.773797 18.747134 204891.410933
2815 0.037989 0.994856 17.719281 18.714138 209421.362290
2816 0.038006 1.016541 17.664255 18.680795 213986.016809
2817 0.038024 1.038408 17.608722 18.647130 218589.264114
2818 0.038041 1.060414 17.552686 18.613101 223221.598205
2819 0.038058 1.082458 17.496155 18.578614 227862.001480
2820 0.038076 1.104619 17.439137 18.543756 232526.896543
2821 0.038092 1.126188 17.383595 18.509784 237067.327306
2822 0.038109 1.147804 17.327606 18.475411 241617.599233
2823 0.038126 1.169421 17.271179 18.440599 246167.908017
2824 0.038143 1.191140 17.214320 18.405460 250739.896433
2825 0.038159 1.213026 17.157032 18.370058 255347.106374
2826 0.038176 1.234995 17.099319 18.334314 259971.547625
2827 0.038193 1.257000 17.041189 18.298189 264603.674083
2828 0.038210 1.279046 16.982647 18.261693 269244.464820
2829 0.038226 1.301222 16.923699 18.224921 273912.695202
2830 0.038243 1.323480 16.864347 18.187827 278598.147301
2831 0.038260 1.345103 16.806302 18.151405 283149.842690
2832 0.038276 1.366766 16.747889 18.114655 287709.961784
2833 0.038292 1.388524 16.689113 18.077637 292290.105280
2834 0.038308 1.410336 16.629977 18.040314 296881.678633
2835 0.038325 1.432184 16.570489 18.002673 301480.770324
2836 0.038341 1.454061 16.510650 17.964711 306085.846379
2837 0.038357 1.475868 16.450470 17.926338 310676.348767
2838 0.038373 1.497774 16.389956 17.887730 315287.736201
2839 0.038390 1.519789 16.329106 17.848895 319921.830996
2840 0.038406 1.541815 16.267929 17.809744 324558.404423
2841 0.038422 1.563338 16.207916 17.771254 329089.195872
2842 0.038438 1.584811 16.147600 17.732411 333609.312031
2843 0.038454 1.606291 16.086988 17.693279 338130.938777
2844 0.038470 1.627772 16.026084 17.653856 342652.851858
2845 0.038486 1.649265 15.964894 17.614159 347177.043749
2846 0.038501 1.670811 15.903421 17.574232 351712.648859
2847 0.038517 1.692327 15.841669 17.533996 356241.833741
2848 0.038533 1.713782 15.779646 17.493428 360758.320108
2849 0.038549 1.735210 15.717356 17.452566 365268.984643
2850 0.038565 1.756694 15.654804 17.411498 369791.349997
2851 0.038581 1.777656 15.593284 17.370940 374204.044424
2852 0.038596 1.798484 15.531524 17.330008 378588.349170
2853 0.038612 1.819279 15.469529 17.288808 382965.766527
2854 0.038627 1.840048 15.407305 17.247352 387337.651883
2855 0.038643 1.860858 15.344854 17.205712 391718.399804
2856 0.038658 1.881683 15.282180 17.163863 396102.027262
2857 0.038674 1.902387 15.219288 17.121675 400460.381849
2858 0.038689 1.922998 15.156185 17.079183 404799.121431
2859 0.038705 1.943613 15.092875 17.036488 409138.672470
2860 0.038721 1.964226 15.029361 16.993588 413477.827265
2861 0.038736 1.984498 14.966750 16.951248 417745.020981
2862 0.038751 2.004642 14.903950 16.908592 421985.406141
2863 0.038766 2.024646 14.840969 16.865615 426196.503770
2864 0.038782 2.044692 14.777810 16.822502 430416.239618
2865 0.038797 2.064665 14.714476 16.779141 434620.547788
2866 0.038812 2.084556 14.650973 16.735528 438807.623296
2867 0.038828 2.104396 14.587304 16.691700 442984.168842
2868 0.038843 2.124174 14.523475 16.647650 447147.552310
2869 0.038858 2.143849 14.459489 16.603339 451289.225214
2870 0.038874 2.163396 14.395353 16.558749 455403.863438
2871 0.038889 2.182680 14.331998 16.514678 459463.288975
2872 0.038904 2.201937 14.268503 16.470440 463516.867538
2873 0.038919 2.221062 14.204872 16.425934 467542.788801
2874 0.038934 2.240033 14.141110 16.381143 471536.181926
2875 0.038949 2.258895 14.077224 16.336119 475506.866308
2876 0.038964 2.277663 14.013216 16.290879 479457.591683
2877 0.038979 2.296306 13.949092 16.245398 483381.997999
2878 0.038994 2.314895 13.884855 16.199750 487295.058197
2879 0.039009 2.333331 13.820510 16.153841 491175.850329
2880 0.039024 2.351609 13.756062 16.107670 495023.382060
2881 0.039039 2.369619 13.692282 16.061901 498814.698661
2882 0.039054 2.387488 13.628409 16.015897 502576.133482
2883 0.039069 2.405186 13.564449 15.969635 506301.631341
2884 0.039084 2.422753 13.500405 15.923158 509999.645367
2885 0.039099 2.440205 13.436281 15.876486 513673.336988
2886 0.039114 2.457652 13.372082 15.829734 517345.889145
2887 0.039129 2.475025 13.307809 15.782834 521003.020995
2888 0.039143 2.492325 13.243467 15.735792 524644.701273
2889 0.039158 2.509545 13.179057 15.688602 528269.626215
2890 0.039173 2.526564 13.114586 15.641150 531852.186536
2891 0.039188 2.543197 13.050676 15.593872 535353.439999
2892 0.039203 2.559569 12.986715 15.546284 538799.934982
2893 0.039217 2.575821 12.922709 15.498530 542220.976435
2894 0.039232 2.592075 12.858660 15.450735 545642.652989
2895 0.039247 2.608332 12.794569 15.402901 549064.676244
2896 0.039262 2.624346 12.730440 15.354786 552435.730909
2897 0.039276 2.640125 12.666279 15.306404 555757.267838
2898 0.039291 2.655731 12.602090 15.257821 559042.494025
2899 0.039306 2.671182 12.537877 15.209060 562295.010715
2900 0.039321 2.686655 12.473643 15.160299 565552.098167
2901 0.039335 2.701907 12.409871 15.111778 568762.736902
2902 0.039350 2.716883 12.346084 15.062967 571915.263919
2903 0.039365 2.731734 12.282288 15.014022 575041.382358
2904 0.039379 2.746480 12.218484 14.964964 578145.467970
2905 0.039394 2.761091 12.154677 14.915769 581221.201573
2906 0.039409 2.775485 12.090869 14.866354 584251.147441
2907 0.039423 2.789575 12.027067 14.816642 587217.141545
2908 0.039438 2.803648 11.963274 14.766921 590179.475080
2909 0.039452 2.817623 11.899490 14.717113 593121.302331
2910 0.039467 2.831422 11.835721 14.667143 596026.019367
2911 0.039482 2.844982 11.772320 14.617302 598880.510218
2912 0.039496 2.858171 11.708941 14.567112 601656.951182
2913 0.039511 2.871129 11.645589 14.516718 604384.664684
2914 0.039525 2.884047 11.582267 14.466314 607103.906665
2915 0.039540 2.896846 11.518977 14.415822 609798.052590
2916 0.039554 2.909426 11.455721 14.365148 612446.314728
2917 0.039569 2.921922 11.392506 14.314428 615076.795403
2918 0.039584 2.934250 11.329330 14.263580 617671.805211
2919 0.039598 2.946219 11.266200 14.212419 620191.426367
2920 0.039613 2.958019 11.203120 14.161139 622675.372603
2921 0.039627 2.969653 11.140320 14.109973 625124.289939
2922 0.039642 2.981194 11.077575 14.058769 627553.694731
2923 0.039656 2.992492 11.014886 14.007378 629932.003658
2924 0.039671 3.003622 10.952260 13.955883 632274.972229
2925 0.039685 3.014601 10.889697 13.904298 634586.086927
2926 0.039700 3.025341 10.827201 13.852543 636846.861941
2927 0.039714 3.036001 10.764776 13.800777 639090.830487
2928 0.039729 3.046484 10.702422 13.748907 641297.610794
2929 0.039743 3.056734 10.640144 13.696878 643455.214265
2930 0.039758 3.066740 10.577946 13.644686 645561.619191
2931 0.039772 3.076544 10.515939 13.592483 647625.309843
2932 0.039787 3.086090 10.454018 13.540108 649634.811434
2933 0.039801 3.095403 10.392186 13.487589 651595.280173
2934 0.039816 3.104501 10.330445 13.434947 653510.445512
2935 0.039830 3.113525 10.268801 13.382325 655409.921668
2936 0.039845 3.122478 10.207251 13.329729 657294.681853
2937 0.039859 3.131130 10.145800 13.276930 659115.928923
2938 0.039874 3.139580 10.084451 13.224031 660894.588090
2939 0.039888 3.147799 10.023208 13.171007 662624.769512
2940 0.039903 3.155762 9.962073 13.117835 664301.027749
2941 0.039917 3.163525 9.901048 13.064572 665935.083749
2942 0.039932 3.171034 9.840137 13.011171 667515.870759
2943 0.039946 3.178421 9.779343 12.957764 669070.795666
2944 0.039961 3.185700 9.718668 12.904368 670603.173509
2945 0.039975 3.192727 9.658114 12.850841 672082.273808
2946 0.039990 3.199368 9.597684 12.797052 673480.307353
2947 0.040004 3.205789 9.537385 12.743173 674831.836068
2948 0.040018 3.212022 9.477215 12.689237 676144.049539
2949 0.040033 3.218028 9.417180 12.635208 677408.370523
2950 0.040047 3.223897 9.357280 12.581177 678643.701449
2951 0.040062 3.229469 9.297410 12.526879 679816.592677
2952 0.040076 3.234750 9.237683 12.472433 680928.223814
2953 0.040091 3.239813 9.178102 12.417914 681994.006797
2954 0.040106 3.244709 9.118668 12.363377 683024.706709
2955 0.040120 3.249600 9.059383 12.308983 684054.349172
2956 0.040135 3.254314 9.000247 12.254561 685046.587847
2957 0.040149 3.258603 8.941265 12.199868 685949.562600
2958 0.040164 3.262690 8.882440 12.145130 686809.827434
2959 0.040178 3.266700 8.823773 12.090473 687653.965076
2960 0.040193 3.270430 8.765265 12.035695 688439.038026
2961 0.040207 3.273897 8.706711 11.980609 689168.993565
2962 0.040222 3.277249 8.648324 11.925572 689874.435806
2963 0.040236 3.280413 8.590104 11.870516 690540.482071
2964 0.040251 3.283197 8.532054 11.815251 691126.525069
2965 0.040265 3.285676 8.474179 11.759855 691648.528681
2966 0.040280 3.288118 8.416480 11.704598 692162.479788
2967 0.040294 3.290487 8.358958 11.649445 692661.176365
2968 0.040309 3.292552 8.301613 11.594164 693095.830163
2969 0.040324 3.294277 8.244449 11.538726 693458.912809
2970 0.040338 3.295740 8.187470 11.483211 693767.075168
2971 0.040353 3.296965 8.130374 11.427339 694024.865343
2972 0.040367 3.298052 8.073467 11.371520 694253.731797
2973 0.040382 3.298938 8.016752 11.315691 694440.266292
2974 0.040397 3.299616 7.960232 11.259848 694582.909993
2975 0.040411 3.299975 7.903906 11.203881 694658.523205
2976 0.040426 3.300015 7.847779 11.147795 694666.952516
2977 0.040441 3.299959 7.791853 11.091813 694655.110600
2978 0.040455 3.299769 7.736129 11.035898 694615.074401
2979 0.040470 3.299349 7.680607 10.979956 694526.780229
2980 0.040485 3.298641 7.625290 10.923931 694377.672207
2981 0.040499 3.297688 7.569788 10.867476 694177.044769
2982 0.040514 3.296509 7.514497 10.811007 693928.917266
2983 0.040529 3.295093 7.459421 10.754514 693630.777857
2984 0.040544 3.293408 7.404561 10.697969 693276.091167
2985 0.040558 3.291499 7.349918 10.641417 692874.151222
2986 0.040573 3.289424 7.295495 10.584919 692437.424810
2987 0.040588 3.287108 7.241292 10.528400 691949.796647
2988 0.040603 3.284498 7.187312 10.471810 691400.456090
2989 0.040617 3.281765 7.133557 10.415322 690825.168212
2990 0.040632 3.278790 7.080026 10.358816 690198.994033
2991 0.040647 3.275431 7.026248 10.301679 689491.782844
2992 0.040662 3.271894 6.972704 10.244598 688747.305455
2993 0.040677 3.268262 6.919395 10.187657 687982.756037
2994 0.040692 3.264516 6.866320 10.130836 687194.285471
2995 0.040706 3.260583 6.813480 10.074063 686366.212363
2996 0.040721 3.256458 6.760878 10.017336 685497.902233
2997 0.040736 3.252091 6.708514 9.960605 684578.588224
2998 0.040751 3.247423 6.656390 9.903813 683596.054072
2999 0.040766 3.242445 6.604508 9.846953 682548.058212
3000 0.040781 3.237183 6.552871 9.790054 681440.459270
3001 0.040796 3.231767 6.500918 9.732686 680300.441462
3002 0.040811 3.226176 6.449216 9.675392 679123.504717
3003 0.040826 3.220351 6.397766 9.618117 677897.349335
3004 0.040841 3.214290 6.346569 9.560859 676621.335290
3005 0.040856 3.207960 6.295628 9.503588 675288.945041
3006 0.040871 3.201539 6.244943 9.446483 673937.313157
3007 0.040886 3.194902 6.194515 9.389416 672540.104286
3008 0.040901 3.187902 6.144344 9.332247 671066.678458
3009 0.040916 3.180704 6.094435 9.275138 669551.317562
3010 0.040931 3.173350 6.044785 9.218135 668003.283743
3011 0.040946 3.165713 5.994750 9.160463 666395.674426
3012 0.040962 3.157776 5.944984 9.102760 664724.938541
3013 0.040977 3.149428 5.895490 9.044918 662967.728165
3014 0.040992 3.140982 5.846269 8.987251 661189.792714
3015 0.041007 3.132498 5.797321 8.929819 659403.855137
3016 0.041023 3.123785 5.748645 8.872430 657569.777627
3017 0.041038 3.114775 5.700244 8.815018 655673.013538
3018 0.041053 3.105595 5.652118 8.757713 653740.565311
3019 0.041068 3.096329 5.604268 8.700597 651790.157554
3020 0.041084 3.086816 5.556693 8.643509 649787.519844
3021 0.041099 3.076875 5.508668 8.585544 647695.054349
3022 0.041114 3.066783 5.460931 8.527714 645570.673708
3023 0.041130 3.056452 5.413479 8.469931 643395.809098
3024 0.041145 3.045840 5.366317 8.412157 641162.059669
3025 0.041161 3.034996 5.319443 8.354440 638879.360697
3026 0.041176 3.023936 5.272860 8.296796 636551.114922
3027 0.041192 3.012674 5.226567 8.239241 634180.299934
3028 0.041207 3.001197 5.180566 8.181763 631764.539537
3029 0.041223 2.989681 5.134856 8.124537 629340.262710
3030 0.041238 2.978083 5.089436 8.067519 626898.936071
3031 0.041254 2.966025 5.043499 8.009525 624360.686524
3032 0.041270 2.953700 4.997865 7.951565 621766.113585
3033 0.041285 2.941042 4.952533 7.893575 619101.524202
3034 0.041301 2.928272 4.907507 7.835780 616413.473084
3035 0.041317 2.915404 4.862784 7.778189 613704.756120
3036 0.041333 2.902230 4.818366 7.720596 610931.584920
3037 0.041348 2.888903 4.774252 7.663156 608126.159284
3038 0.041364 2.875446 4.730443 7.605890 605293.401191
3039 0.041380 2.861886 4.686939 7.548825 602438.913169
3040 0.041396 2.848185 4.643739 7.491924 599554.887492
3041 0.041412 2.834001 4.599960 7.433960 596568.929978
3042 0.041428 2.819571 4.556497 7.376068 593531.414749
3043 0.041444 2.804923 4.513354 7.318277 590447.997505
3044 0.041460 2.790199 4.470528 7.260727 587348.544654
3045 0.041476 2.775249 4.428019 7.203268 584201.540557
3046 0.041492 2.760091 4.385828 7.145918 581010.551370
3047 0.041508 2.744796 4.343955 7.088750 577790.886853
3048 0.041524 2.729354 4.302399 7.031753 574540.414152
3049 0.041540 2.713723 4.261161 6.974883 571249.877061
3050 0.041556 2.697807 4.220240 6.918047 567899.515520
3051 0.041573 2.681359 4.178668 6.860027 564437.270121
3052 0.041589 2.664777 4.137428 6.802205 560946.713993
3053 0.041606 2.648131 4.096521 6.744652 557442.656953
3054 0.041622 2.631374 4.055944 6.687319 553915.254852
3055 0.041639 2.614312 4.015700 6.630011 550323.444865
3056 0.041655 2.597058 3.975787 6.572845 546691.515844
3057 0.041672 2.579633 3.936206 6.515839 543023.415775
3058 0.041688 2.562119 3.896957 6.459077 539336.755698
3059 0.041705 2.544562 3.858038 6.402600 535640.941716
3060 0.041721 2.526794 3.819448 6.346241 531900.562996
3061 0.041738 2.508394 3.780124 6.288519 528027.433140
3062 0.041755 2.489943 3.741148 6.231091 524143.406463
3063 0.041772 2.471351 3.702517 6.173868 520229.683291
3064 0.041789 2.452583 3.664232 6.116815 516278.921735
3065 0.041806 2.433742 3.626291 6.060033 512312.715551
3066 0.041823 2.414753 3.588694 6.003447 508315.563599
3067 0.041839 2.395510 3.551441 5.946951 504264.876716
3068 0.041856 2.376098 3.514531 5.890629 500178.447945
3069 0.041873 2.356647 3.477964 5.834611 496084.015735
3070 0.041890 2.337215 3.441738 5.778953 491993.438702
3071 0.041908 2.317065 3.404689 5.721754 487751.804056
3072 0.041925 2.296835 3.368001 5.664836 483493.331168
3073 0.041943 2.276455 3.331671 5.608126 479203.227277
3074 0.041960 2.255865 3.295701 5.551567 474868.999276
3075 0.041978 2.235262 3.260090 5.495352 470531.964977
3076 0.041995 2.214524 3.224834 5.439358 466166.486204
3077 0.042013 2.193599 3.189935 5.383534 461761.689357
3078 0.042030 2.172570 3.155391 5.327961 457335.015434
3079 0.042047 2.151442 3.121201 5.272644 452887.587502
3080 0.042065 2.130362 3.087364 5.217726 448449.988960
3081 0.042083 2.108431 3.052602 5.161032 443833.399980
3082 0.042101 2.086293 3.018215 5.104509 439173.446298
3083 0.042119 2.064046 2.984206 5.048252 434490.368770
3084 0.042138 2.041796 2.950570 4.992367 429806.631184
3085 0.042156 2.019417 2.917307 4.936724 425095.739540
3086 0.042174 1.996888 2.884415 4.881303 420353.208126
3087 0.042192 1.974441 2.851894 4.826335 415627.976551
3088 0.042210 1.951992 2.819739 4.771731 410902.422642
3089 0.042228 1.929457 2.787951 4.717408 406158.751176
3090 0.042246 1.906946 2.756525 4.663471 401420.064061
3091 0.042265 1.883334 2.724063 4.607397 396449.664681
3092 0.042284 1.859640 2.691994 4.551634 391462.009641
3093 0.042303 1.835983 2.660317 4.496300 386482.109395
3094 0.042322 1.812356 2.629028 4.441384 381508.460063
3095 0.042341 1.788628 2.598127 4.386755 376513.681947
3096 0.042360 1.764877 2.567611 4.332488 371513.841398
3097 0.042379 1.741103 2.537479 4.278581 366509.336867
3098 0.042398 1.717385 2.507727 4.225112 361516.602178
3099 0.042417 1.693600 2.478353 4.171953 356509.819229
3100 0.042436 1.669775 2.449357 4.119132 351494.536750
3101 0.042456 1.644775 2.419180 4.063955 346231.883457
3102 0.042476 1.619727 2.389417 4.009144 340959.291253
3103 0.042496 1.594663 2.360064 3.954728 335683.228404
3104 0.042516 1.569692 2.331121 3.900813 330426.748428
3105 0.042536 1.544818 2.302582 3.847401 325190.662451
3106 0.042556 1.519915 2.274446 3.794361 319948.524187
3107 0.042576 1.495017 2.246710 3.741727 314707.215713
3108 0.042596 1.470100 2.219372 3.689471 309462.057410
3109 0.042616 1.445197 2.192430 3.637627 304219.957515
3110 0.042636 1.420500 2.165880 3.586380 299021.161333
3111 0.042657 1.394201 2.137958 3.532160 293485.189175
3112 0.042679 1.367916 2.110478 3.478394 287952.043040
3113 0.042700 1.341797 2.083433 3.425230 282453.779175
3114 0.042721 1.315810 2.056822 3.372632 276983.563207
3115 0.042743 1.289892 2.030639 3.320531 271527.655456
3116 0.042764 1.264122 2.004883 3.269005 266102.866125
3117 0.042785 1.238391 1.979548 3.217939 260686.451174
3118 0.042807 1.212733 1.954634 3.167368 255285.441620
3119 0.042828 1.187336 1.930135 3.117471 249939.059112
3120 0.042849 1.162087 1.906048 3.068135 244624.117736
3121 0.042873 1.134870 1.880344 3.015214 238894.865144
