# CORRECTED Energy tracking following working EnergyContributionTracker pattern
# Output period: 10 steps
# All energies in Hartree (atomic units)
# Column definitions:
#   time(ps): simulation time in picoseconds
#   timestep: simulation timestep number
#   harmonic_energy: harmonic bond potential energy
#   lj_energy: Lennard-Jones potential energy
#   ewald_short_energy: short-range Coulomb energy
#   ewald_long_energy: long-range Coulomb energy
#   cavity_harmonic_energy: cavity harmonic potential energy
#   cavity_coupling_energy: cavity-molecule coupling energy
#   cavity_dipole_self_energy: dipole self-energy
#   cavity_total_potential_energy: total cavity potential energy
#   molecular_kinetic_energy: molecular kinetic energy
#   cavity_kinetic_energy: cavity kinetic energy
#   total_kinetic_energy: total kinetic energy
#   total_potential_energy: total potential energy
#   system_total_energy: total system energy (KE + PE)
#   molecular_reservoir_energy: molecular reservoir energy
#   cavity_reservoir_energy: cavity reservoir energy
#   total_reservoir_energy: total reservoir energy
#   universe_total_energy: universe total energy (system + reservoir) [CONSERVED]
#   temperature: kinetic temperature (K)
time(ps) timestep harmonic_energy lj_energy ewald_short_energy ewald_long_energy cavity_harmonic_energy cavity_coupling_energy cavity_dipole_self_energy cavity_total_potential_energy molecular_kinetic_energy cavity_kinetic_energy total_kinetic_energy total_potential_energy system_total_energy molecular_reservoir_energy cavity_reservoir_energy total_reservoir_energy universe_total_energy temperature
0.323465 11820 7.519863 -0.645433 -0.319342 -0.390295 14.650693 -21.619023 8.026366 1.058036 1.195118 0.508701 1.703819 7.222828 8.926647 0.207654 0.233683 0.441337 9.367984 167.718138
0.323833 11830 7.934021 -0.644271 -0.320004 -0.390712 13.836528 -21.251176 8.209958 0.795310 0.839276 0.711990 1.551267 7.374345 8.925611 0.207941 0.234491 0.442432 9.368043 117.780728
0.324196 11840 7.986269 -0.643949 -0.320400 -0.390908 12.937664 -20.725825 8.347968 0.559808 0.824341 0.910375 1.734716 7.190820 8.925536 0.207826 0.234602 0.442428 9.367964 115.684807
0.324559 11850 7.675372 -0.644501 -0.320521 -0.390879 11.977423 -20.054703 8.437419 0.360139 1.155046 1.090686 2.245732 6.679611 8.925343 0.207941 0.234606 0.442547 9.367889 162.094640
0.324926 11860 7.021146 -0.645920 -0.320356 -0.390616 10.975373 -19.248071 8.475115 0.202417 1.816008 1.242296 3.058304 5.866669 8.924973 0.208412 0.234549 0.442961 9.367935 254.851489
0.325300 11870 6.065774 -0.648163 -0.319886 -0.390108 9.948802 -18.315577 8.457541 0.090766 2.770506 1.355287 4.125793 4.798382 8.924175 0.208777 0.234956 0.443733 9.367908 388.802042
0.325686 11880 4.876538 -0.651144 -0.319089 -0.389336 8.912475 -17.265653 8.380700 0.027523 3.956604 1.422235 5.378840 3.544492 8.923332 0.209155 0.235289 0.444443 9.367775 555.254459
0.326091 11890 3.549416 -0.654742 -0.317929 -0.388271 7.877869 -16.103905 8.239570 0.013533 5.283934 1.436305 6.720239 2.202006 8.922245 0.209983 0.235426 0.445409 9.367655 741.526691
0.326524 11900 2.217745 -0.658802 -0.316352 -0.386870 6.852646 -14.830769 8.026830 0.048707 6.627088 1.390103 8.017191 0.904428 8.921619 0.210308 0.235577 0.445885 9.367504 930.019721
0.327004 11910 1.075309 -0.663130 -0.314266 -0.385054 5.840404 -13.438234 7.730436 0.132605 7.801001 1.274745 9.075746 -0.154535 8.921211 0.210184 0.235951 0.446135 9.367346 1094.762089
0.327563 11920 0.435209 -0.667475 -0.311485 -0.382668 4.836526 -11.897682 7.326725 0.265569 8.504076 1.076243 9.580319 -0.660850 8.919469 0.211120 0.236726 0.447846 9.367315 1193.428915
0.328246 11930 0.870677 -0.671264 -0.307793 -0.379530 3.870704 -10.222293 6.791914 0.440326 8.180664 0.784718 8.965381 -0.047584 8.917797 0.213117 0.236514 0.449631 9.367428 1148.042486
0.328843 11940 2.258338 -0.673126 -0.304530 -0.376772 3.247162 -9.002523 6.329501 0.574139 6.911378 0.527127 7.438506 1.478050 8.916556 0.214885 0.236224 0.451108 9.367664 969.915886
0.329326 11950 3.837627 -0.673843 -0.302007 -0.374642 2.875154 -8.200777 5.982410 0.656787 5.432647 0.340214 5.772861 3.143923 8.916784 0.215026 0.236042 0.451068 9.367852 762.396532
0.329758 11960 5.367346 -0.674123 -0.299931 -0.372889 2.630864 -7.630008 5.705920 0.706776 3.988301 0.201428 4.189729 4.727179 8.916908 0.215056 0.235976 0.451032 9.367940 559.702590
0.330160 11970 6.703759 -0.674291 -0.298212 -0.371434 2.469692 -7.222591 5.484824 0.731925 2.722255 0.102532 2.824787 6.091748 8.916535 0.215485 0.236034 0.451519 9.368055 382.030729
0.330543 11980 7.750012 -0.674536 -0.296809 -0.370241 2.369591 -6.944170 5.311633 0.737054 1.732200 0.038626 1.770826 7.145479 8.916305 0.215683 0.236143 0.451826 9.368131 243.090259
0.330914 11990 8.444583 -0.674975 -0.295702 -0.369293 2.318146 -6.774281 5.181756 0.725622 1.079625 0.006139 1.085765 7.830235 8.916000 0.216014 0.236170 0.452184 9.368184 151.510425
0.331277 12000 8.754019 -0.675666 -0.294878 -0.368578 2.308432 -6.700383 5.092239 0.700288 0.798837 0.001933 0.800770 8.115185 8.915955 0.216104 0.236140 0.452244 9.368199 112.105699
0.331636 12010 8.668702 -0.676624 -0.294333 -0.368091 2.337509 -6.715821 5.041331 0.663019 0.899670 0.023373 0.923043 7.992672 8.915716 0.216341 0.236137 0.452477 9.368193 126.256201
0.331996 12020 8.201630 -0.677817 -0.294068 -0.367833 2.405084 -6.817804 5.028212 0.615492 1.370379 0.068076 1.438455 7.477404 8.915859 0.216186 0.236114 0.452301 9.368160 192.313695
0.332359 12030 7.388955 -0.679178 -0.294087 -0.367807 2.513397 -7.007111 5.052817 0.559103 2.175054 0.133739 2.308793 6.606986 8.915779 0.216256 0.236092 0.452348 9.368127 305.238634
0.332730 12040 6.289609 -0.680598 -0.294400 -0.368020 2.667314 -7.288154 5.115850 0.495010 3.255343 0.218014 3.473357 5.441600 8.914957 0.216975 0.236120 0.453095 9.368052 456.842151
0.333112 12050 4.986976 -0.681933 -0.295021 -0.368485 2.875063 -7.669738 5.218937 0.424262 4.529969 0.318667 4.848636 4.065800 8.914436 0.217419 0.236099 0.453518 9.367953 635.718212
0.333513 12060 3.591832 -0.682991 -0.295975 -0.369222 3.149568 -8.166618 5.364967 0.347916 5.889417 0.432862 6.322279 2.591560 8.913840 0.217709 0.236354 0.454063 9.367902 826.497842
0.333941 12070 2.250085 -0.683521 -0.297301 -0.370264 3.511544 -8.803145 5.558764 0.267163 7.189794 0.557897 7.747691 1.166161 8.913852 0.217516 0.236319 0.453836 9.367688 1008.987633
0.334412 12080 1.160348 -0.683162 -0.299069 -0.371670 3.996873 -9.621874 5.808682 0.183681 8.232597 0.689471 8.922067 -0.009872 8.912196 0.218922 0.236421 0.455343 9.367539 1155.330533
0.334954 12090 0.622552 -0.681325 -0.301408 -0.373550 4.673287 -10.701561 6.129526 0.101252 8.723347 0.819784 9.543131 -0.632480 8.910651 0.219919 0.236900 0.456819 9.367471 1224.200516
0.335588 12100 1.090501 -0.677228 -0.304370 -0.375960 5.618888 -12.105202 6.520980 0.034666 8.215739 0.925567 9.141306 -0.232391 8.908915 0.221888 0.236876 0.458765 9.367680 1152.964818
0.336146 12110 2.367644 -0.672136 -0.307016 -0.378146 6.580968 -13.422206 6.853766 0.012528 6.923371 0.963023 7.886394 1.022873 8.909267 0.221614 0.236989 0.458603 9.367869 971.598918
0.336613 12120 3.838109 -0.667204 -0.309135 -0.379928 7.460363 -14.537164 7.103458 0.026657 5.450614 0.948822 6.399436 2.508499 8.907935 0.223268 0.236695 0.459964 9.367898 764.917922
0.337034 12130 5.268959 -0.662600 -0.310897 -0.381442 8.294320 -15.520245 7.294060 0.068136 4.025913 0.898724 4.924637 3.982156 8.906792 0.223999 0.237326 0.461325 9.368117 564.980963
0.337429 12140 6.522505 -0.658487 -0.312365 -0.382739 9.091201 -16.393063 7.434625 0.132763 2.782310 0.822775 3.605085 5.301677 8.906762 0.224078 0.237431 0.461509 9.368271 390.458608
0.337806 12150 7.506876 -0.655004 -0.313571 -0.383844 9.850345 -17.162585 7.529778 0.217538 1.807476 0.727214 2.534690 6.371995 8.906685 0.224327 0.237239 0.461566 9.368251 253.654086
0.338172 12160 8.161927 -0.652261 -0.314530 -0.384770 10.566981 -17.829831 7.582481 0.319630 1.159194 0.617768 1.776962 7.129996 8.906958 0.224204 0.237098 0.461303 9.368261 162.676751
0.338532 12170 8.453069 -0.650331 -0.315252 -0.385527 11.233788 -18.392834 7.594968 0.435922 0.869064 0.500253 1.369317 7.537881 8.907198 0.224113 0.237040 0.461153 9.368351 121.961062
0.338891 12180 8.367473 -0.649257 -0.315741 -0.386118 11.840854 -18.847271 7.569101 0.562683 0.947419 0.380373 1.327792 7.579040 8.906832 0.224202 0.237310 0.461512 9.368344 132.957074
0.339251 12190 7.913400 -0.649043 -0.315998 -0.386545 12.376104 -19.187414 7.506605 0.695295 1.384031 0.265602 1.649633 7.257109 8.906742 0.224328 0.237229 0.461557 9.368299 194.229453
0.339617 12200 7.120349 -0.649656 -0.316019 -0.386808 12.824804 -19.406040 7.409205 0.827970 2.147585 0.163206 2.310791 6.595836 8.906627 0.224480 0.237122 0.461603 9.368230 301.383732
0.339993 12210 6.040250 -0.651025 -0.315797 -0.386902 13.168896 -19.494191 7.278671 0.953376 3.184588 0.081855 3.266443 5.639902 8.906345 0.224733 0.237096 0.461829 9.368174 446.912698
0.340384 12220 4.750011 -0.653042 -0.315319 -0.386824 13.385142 -19.439937 7.116824 1.062029 4.417565 0.031988 4.449553 4.456855 8.906409 0.224605 0.237103 0.461709 9.368117 619.943881
0.340798 12230 3.356619 -0.655561 -0.314564 -0.386562 13.442757 -19.226705 6.925475 1.141527 5.738426 0.026315 5.764741 3.141460 8.906201 0.224704 0.237089 0.461793 9.367994 805.308353
0.341246 12240 2.010627 -0.658391 -0.313494 -0.386099 13.297011 -18.829038 6.706704 1.174677 6.996271 0.081310 7.077580 1.827319 8.904900 0.225802 0.237210 0.463012 9.367911 981.829362
0.341748 12250 0.932761 -0.661278 -0.312050 -0.385409 12.878138 -18.204828 6.463432 1.136741 7.974412 0.219443 8.193855 0.710766 8.904621 0.225956 0.237205 0.463161 9.367782 1119.097899
0.342341 12260 0.475820 -0.663855 -0.310114 -0.384443 12.060552 -17.272542 6.201183 0.989194 8.322300 0.473086 8.795386 0.106602 8.901988 0.228343 0.237291 0.465634 9.367622 1167.919198
0.343026 12270 1.136518 -0.665402 -0.307745 -0.383264 10.756266 -16.009414 5.962232 0.709084 7.569571 0.842104 8.411674 0.489191 8.900865 0.229573 0.237354 0.466927 9.367792 1062.284046
0.343586 12280 2.449759 -0.665600 -0.305861 -0.382367 9.496576 -14.891563 5.838177 0.443190 6.214361 1.146406 7.360767 1.539121 8.899889 0.230333 0.237791 0.468124 9.368012 872.099238
0.344053 12290 3.841055 -0.665249 -0.304421 -0.381732 8.380640 -13.933237 5.792694 0.240098 4.808418 1.360711 6.169128 2.729750 8.898878 0.231374 0.237983 0.469357 9.368235 674.794624
0.344475 12300 5.127711 -0.664736 -0.303286 -0.381284 7.369862 -13.066945 5.800622 0.103539 3.520479 1.495953 5.016432 3.881943 8.898375 0.231249 0.238678 0.469927 9.368302 494.050247
0.344869 12310 6.205557 -0.664251 -0.302404 -0.380993 6.453132 -12.266281 5.851395 0.038246 2.444038 1.557766 4.001804 4.896154 8.897958 0.231608 0.238650 0.470259 9.368217 342.986785
0.345246 12320 7.008728 -0.663904 -0.301751 -0.380843 5.626366 -11.518385 5.939144 0.047125 1.638380 1.549055 3.187435 5.709355 8.896789 0.232301 0.239284 0.471585 9.368374 229.923875
0.345613 12330 7.498303 -0.663756 -0.301316 -0.380821 4.887342 -10.816947 6.060042 0.130437 1.137882 1.475811 2.613692 6.282847 8.896539 0.232448 0.239457 0.471905 9.368444 159.685885
0.345973 12340 7.656962 -0.663834 -0.301092 -0.380916 4.234705 -10.160563 6.211097 0.285238 0.954834 1.344685 2.299520 6.596360 8.895880 0.232718 0.239790 0.472507 9.368387 133.997753
0.346331 12350 7.487474 -0.664134 -0.301071 -0.381119 3.666291 -9.550976 6.389771 0.505086 1.083898 1.165594 2.249492 6.646236 8.895728 0.232319 0.240418 0.472736 9.368465 152.110078
0.346690 12360 7.010468 -0.664629 -0.301250 -0.381419 3.179083 -8.992882 6.593700 0.779900 1.500812 0.952101 2.452912 6.443071 8.895983 0.232546 0.239866 0.472413 9.368396 210.618073
0.347054 12370 6.262968 -0.665271 -0.301624 -0.381805 2.769894 -8.494704 6.820454 1.095645 2.168553 0.718039 2.886592 6.009912 8.896504 0.232174 0.239679 0.471853 9.368357 304.326301
0.347427 12380 5.298759 -0.665995 -0.302188 -0.382264 2.436166 -8.069846 7.067145 1.433466 3.032331 0.482127 3.514457 5.381778 8.896235 0.232272 0.239792 0.472064 9.368299 425.545459
0.347813 12390 4.189774 -0.666719 -0.302934 -0.382780 2.176841 -7.738270 7.329983 1.768553 4.021971 0.267633 4.289604 4.605895 8.895499 0.232773 0.239943 0.472716 9.368214 564.427724
0.348219 12400 3.028305 -0.667344 -0.303855 -0.383330 1.993768 -7.528715 7.603771 2.068824 5.050734 0.103044 5.153778 3.742599 8.896377 0.231830 0.239975 0.471805 9.368181 708.800310
0.348656 12410 1.931457 -0.667750 -0.304939 -0.383887 1.895322 -7.483849 7.881046 2.292519 6.005045 0.023438 6.028483 2.867400 8.895883 0.232172 0.240054 0.472226 9.368110 842.724596
0.349139 12420 1.053001 -0.667786 -0.306169 -0.384408 1.905056 -7.672832 8.150028 2.382253 6.742480 0.076221 6.818701 2.076891 8.895592 0.232488 0.239978 0.472466 9.368058 946.213343
0.349702 12430 0.621593 -0.667240 -0.307513 -0.384810 2.086575 -8.222841 8.386802 2.250537 7.051121 0.330559 7.381680 1.512567 8.894247 0.233680 0.240096 0.473776 9.368023 989.526890
0.350348 12440 0.951251 -0.665956 -0.308761 -0.384911 2.559277 -9.271881 8.524359 1.811756 6.656111 0.834552 7.490663 1.403379 8.894042 0.233762 0.240209 0.473972 9.368013 934.092673
0.350946 12450 1.895242 -0.664446 -0.309498 -0.384606 3.303679 -10.577639 8.501663 1.227703 5.719795 1.408171 7.127966 1.764394 8.892360 0.235804 0.239916 0.475720 9.368080 802.693699
0.351472 12460 3.000815 -0.663211 -0.309742 -0.384011 4.238696 -11.900763 8.356621 0.694554 4.661466 1.892301 6.553768 2.338405 8.892173 0.235962 0.240080 0.476042 9.368215 654.172004
0.351945 12470 4.015007 -0.662441 -0.309621 -0.383228 5.320114 -13.152046 8.130423 0.298491 3.699282 2.234761 5.934043 2.958208 8.892251 0.236160 0.240045 0.476205 9.368456 519.142862
0.352383 12480 4.821257 -0.662194 -0.309229 -0.382322 6.516790 -14.292707 7.849639 0.073722 2.928935 2.421625 5.350560 3.541233 8.891794 0.236676 0.239797 0.476473 9.368267 411.035330
0.352797 12490 5.370464 -0.662471 -0.308632 -0.381330 7.801805 -15.303258 7.531633 0.030180 2.387640 2.455655 4.843295 4.048211 8.891506 0.236534 0.240231 0.476765 9.368271 335.072048
0.353196 12500 5.648198 -0.663240 -0.307875 -0.380282 9.145269 -16.170585 7.189349 0.164034 2.081023 2.349864 4.430887 4.460835 8.891722 0.236574 0.240173 0.476747 9.368469 292.042692
0.353586 12510 5.662772 -0.664444 -0.306993 -0.379199 10.514149 -16.886161 6.832844 0.460831 1.996967 2.121298 4.118265 4.772967 8.891232 0.236310 0.240865 0.477174 9.368407 280.246623
0.353972 12520 5.438511 -0.666012 -0.306013 -0.378101 11.870081 -17.444343 6.470824 0.896562 2.109414 1.796193 3.905607 4.984947 8.890553 0.236383 0.241503 0.477886 9.368439 296.026992
0.354358 12530 5.012782 -0.667857 -0.304960 -0.377004 13.168779 -17.842063 6.111123 1.437840 2.383320 1.406756 3.790077 5.100801 8.890878 0.236466 0.240977 0.477443 9.368320 334.465905
0.354749 12540 4.434388 -0.669881 -0.303852 -0.375927 14.358839 -18.078700 5.761309 2.041448 2.774879 0.989275 3.764154 5.126176 8.890330 0.236831 0.241156 0.477987 9.368317 389.415757
0.355147 12550 3.761596 -0.671979 -0.302710 -0.374888 15.381387 -18.155595 5.428654 2.654445 3.234776 0.588853 3.823629 5.066464 8.890093 0.237101 0.241164 0.478265 9.368358 453.955877
0.355559 12560 3.060996 -0.674037 -0.301549 -0.373911 16.167942 -18.075180 5.120757 3.213520 3.708581 0.256023 3.964604 4.925019 8.889623 0.237342 0.241407 0.478749 9.368372 520.447766
0.355992 12570 2.406312 -0.675938 -0.300386 -0.373022 16.637719 -17.839394 4.846163 3.644488 4.138778 0.049010 4.187788 4.701454 8.889242 0.237593 0.241480 0.479073 9.368315 580.819972
0.356456 12580 1.878490 -0.677551 -0.299241 -0.372263 16.690757 -17.446366 4.615972 3.860363 4.465197 0.033541 4.498737 4.389798 8.888535 0.238267 0.241484 0.479752 9.368287 626.628298
0.356961 12590 1.567636 -0.678711 -0.298152 -0.371705 16.200614 -16.887936 4.448040 3.760718 4.627197 0.281518 4.908715 3.979786 8.888501 0.238361 0.241433 0.479794 9.368295 649.362807
0.357500 12600 1.553539 -0.679210 -0.297226 -0.371469 15.088959 -16.179526 4.371877 3.281310 4.577741 0.822528 5.400269 3.486944 8.887213 0.239749 0.241414 0.481163 9.368376 642.422388
0.358035 12610 1.810745 -0.678973 -0.296593 -0.371643 13.483645 -15.377601 4.406114 2.512158 4.354497 1.557543 5.912039 2.975695 8.887734 0.239026 0.241537 0.480564 9.368298 611.093096
0.358543 12620 2.209864 -0.678133 -0.296300 -0.372214 11.641477 -14.527912 4.542715 1.656280 4.052449 2.316030 6.368479 2.519496 8.887976 0.238830 0.241400 0.480230 9.368206 568.704956
0.359031 12630 2.631594 -0.676837 -0.296335 -0.373146 9.729688 -13.621796 4.769829 0.877722 3.750165 2.973800 6.723965 2.162997 8.886962 0.238660 0.242551 0.481211 9.368172 526.283526
0.359506 12640 2.988705 -0.675173 -0.296690 -0.374413 7.867313 -12.642946 5.080201 0.304568 3.496255 3.442009 6.938264 1.946997 8.885261 0.239260 0.243783 0.483042 9.368303 490.650828
0.359978 12650 3.222871 -0.673183 -0.297363 -0.376000 6.138176 -11.575846 5.470249 0.032579 3.316391 3.658772 6.975163 1.908904 8.884067 0.240098 0.244022 0.484120 9.368187 465.409355
0.360450 12660 3.299905 -0.670889 -0.298355 -0.377881 4.612133 -10.420628 5.935062 0.126567 3.217390 3.586366 6.803757 2.079347 8.883104 0.240420 0.244548 0.484968 9.368071 451.516028
0.360922 12670 3.214005 -0.668332 -0.299640 -0.379995 3.348333 -9.208711 6.460993 0.600615 3.186741 3.229131 6.415872 2.466654 8.882526 0.240541 0.244981 0.485522 9.368048 447.214865
0.361389 12680 2.993317 -0.665587 -0.301155 -0.382244 2.375152 -8.003550 7.023934 1.395536 3.195274 2.646162 5.841436 3.039867 8.881303 0.241266 0.245702 0.486968 9.368270 448.412267
0.361853 12690 2.686367 -0.662709 -0.302839 -0.384545 1.668844 -6.867488 7.603239 2.404594 3.208900 1.929685 5.138585 3.740867 8.879452 0.242072 0.246771 0.488842 9.368294 450.324597
0.362318 12700 2.348155 -0.659760 -0.304625 -0.386824 1.186980 -5.871480 8.178094 3.493594 3.197550 1.191159 4.388709 4.490540 8.879249 0.241942 0.247128 0.489070 9.368320 448.731691
0.362789 12710 2.032749 -0.656820 -0.306441 -0.389001 0.883050 -5.096852 8.725622 4.511819 3.137270 0.548800 3.686070 5.192307 8.878376 0.242340 0.247634 0.489975 9.368351 440.272261
0.363271 12720 1.787714 -0.653995 -0.308205 -0.390993 0.716938 -4.635088 9.220119 5.301969 3.017971 0.123222 3.141193 5.736490 8.877683 0.242777 0.247943 0.490720 9.368404 423.530347
0.363772 12730 1.649972 -0.651422 -0.309826 -0.392706 0.667201 -4.590697 9.631212 5.707717 2.843734 0.029948 2.873682 6.003735 8.877417 0.243002 0.248054 0.491056 9.368473 399.078540
0.364296 12740 1.640269 -0.649315 -0.311171 -0.394008 0.745434 -5.071231 9.917701 5.591904 2.638786 0.360981 2.999767 5.877679 8.877446 0.243045 0.248019 0.491065 9.368510 370.316965
0.364828 12750 1.744807 -0.647935 -0.312083 -0.394757 1.000063 -6.114439 10.037754 4.923378 2.450839 1.113216 3.564055 5.313408 8.877463 0.243098 0.247882 0.490980 9.368444 343.941268
0.365352 12760 1.909990 -0.647420 -0.312483 -0.394903 1.501070 -7.635077 9.978746 3.844739 2.327617 2.147921 4.475538 4.399923 8.875460 0.243843 0.249210 0.493052 9.368513 326.648674
0.365857 12770 2.070557 -0.647736 -0.312389 -0.394498 2.313403 -9.467509 9.759784 2.605678 2.294411 3.257314 5.551725 3.321612 8.873337 0.244071 0.250714 0.494785 9.368122 321.988649
0.366351 12780 2.177924 -0.648760 -0.311871 -0.393631 3.500032 -11.472094 9.409105 1.437042 2.346913 4.263793 6.610705 2.260705 8.871410 0.245044 0.251746 0.496790 9.368200 329.356606
0.366840 12790 2.201372 -0.650365 -0.310993 -0.392377 5.117519 -13.534594 8.951620 0.534546 2.467966 5.019535 7.487501 1.382183 8.869684 0.245138 0.253165 0.498303 9.367987 346.344701
0.367332 12800 2.125800 -0.652414 -0.309820 -0.390805 7.193085 -15.540690 8.412886 0.065281 2.625598 5.404088 8.029686 0.838042 8.867728 0.245157 0.255290 0.500447 9.368175 368.466172
0.367832 12810 1.952292 -0.654763 -0.308413 -0.388980 9.718517 -17.387605 7.817913 0.148825 2.778922 5.337928 8.116850 0.748962 8.865812 0.245760 0.256208 0.501968 9.367780 389.983100
0.368347 12820 1.698072 -0.657262 -0.306834 -0.386965 12.632527 -18.982828 7.192564 0.842262 2.883629 4.792542 7.676171 1.189272 8.865443 0.245734 0.256828 0.502563 9.368005 404.677219
0.368885 12830 1.396051 -0.659764 -0.305143 -0.384823 15.802746 -20.247855 6.563281 2.118172 2.893955 3.807738 6.701693 2.164493 8.866186 0.245593 0.256313 0.501906 9.368092 406.126393
0.369455 12840 1.095551 -0.662112 -0.303409 -0.382628 18.981007 -21.116694 5.961362 3.825674 2.773437 2.519017 5.292454 3.573076 8.865529 0.245394 0.257530 0.502924 9.368454 389.213358
0.370053 12850 0.861488 -0.664124 -0.301741 -0.380516 21.727595 -21.542929 5.432546 5.617211 2.515674 1.216868 3.732542 5.132318 8.864860 0.245587 0.258017 0.503604 9.368464 353.039885
0.370671 12860 0.748095 -0.665671 -0.300255 -0.378634 23.535511 -21.542967 5.020038 7.012583 2.166349 0.282565 2.448914 6.416118 8.865032 0.245224 0.258536 0.503760 9.368791 304.016972
0.371307 12870 0.773214 -0.666711 -0.299036 -0.377104 23.996616 -21.176382 4.753067 7.573301 1.810326 0.050857 1.861183 7.003663 8.864846 0.245311 0.258720 0.504031 9.368877 254.054153
0.371936 12880 0.905194 -0.667246 -0.298179 -0.376054 22.966811 -20.524104 4.651502 7.094210 1.553912 0.652673 2.206585 6.657926 8.864510 0.245557 0.258681 0.504238 9.368748 218.069946
0.372546 12890 1.078068 -0.667336 -0.297700 -0.375512 20.688564 -19.638466 4.707487 5.757585 1.454621 1.914290 3.368911 5.495105 8.864016 0.245676 0.259024 0.504700 9.368716 204.135870
0.373134 12900 1.228424 -0.667039 -0.297580 -0.375448 17.602540 -18.527937 4.901859 3.976461 1.508411 3.488459 4.996870 3.864818 8.861688 0.246239 0.260596 0.506836 9.368524 211.684545
0.373706 12910 1.315188 -0.666383 -0.297781 -0.375810 14.144867 -17.164667 5.215423 2.195624 1.671769 5.017835 6.689604 2.170839 8.860443 0.246226 0.261399 0.507625 9.368068 234.609616
0.374269 12920 1.319384 -0.665379 -0.298263 -0.376541 10.684928 -15.513918 5.631620 0.802630 1.881598 6.194407 8.076005 0.781831 8.857836 0.247184 0.263052 0.510236 9.368072 264.056119
0.374833 12930 1.239751 -0.664034 -0.298986 -0.377588 7.506592 -13.550394 6.135614 0.091813 2.075694 6.787179 8.862873 -0.009044 8.853829 0.247654 0.266385 0.514039 9.367868 291.294836
0.375409 12940 1.088835 -0.662375 -0.299895 -0.378890 4.818787 -11.276649 6.710387 0.252525 2.196745 6.655584 8.852329 0.000201 8.852530 0.247402 0.267754 0.515156 9.367685 308.282621
0.376005 12950 0.892538 -0.660478 -0.300911 -0.380358 2.765682 -8.756884 7.328517 1.337315 2.199689 5.763313 7.963002 0.888105 8.851107 0.247529 0.269066 0.516595 9.367702 308.695824
0.376632 12960 0.688768 -0.658492 -0.301919 -0.381871 1.393830 -6.132078 7.949599 3.211352 2.066103 4.226949 6.293052 2.557838 8.850890 0.247870 0.269491 0.517360 9.368250 289.948834
0.377302 12970 0.527185 -0.656676 -0.302744 -0.383248 0.644375 -3.671544 8.509608 5.482439 1.817327 2.365967 4.183294 4.666957 8.850251 0.247718 0.270775 0.518493 9.368744 255.036636
0.378010 12980 0.462905 -0.655423 -0.303154 -0.384231 0.340843 -1.814049 8.913107 7.439901 1.529633 0.759939 2.289572 6.559999 8.849571 0.247877 0.271667 0.519544 9.369115 214.662696
0.378740 12990 0.528631 -0.655098 -0.302958 -0.384581 0.239512 -1.016352 9.066934 8.290093 1.317963 0.054769 1.372731 7.476087 8.848818 0.248528 0.271943 0.520471 9.369289 184.957736
0.379451 13000 0.702981 -0.655765 -0.302157 -0.384241 0.209261 -1.455826 8.941422 7.694857 1.264598 0.528402 1.793000 7.055675 8.848675 0.248356 0.272204 0.520560 9.369235 177.468824
0.380126 13010 0.925249 -0.657121 -0.300945 -0.383373 0.331268 -2.908790 8.590298 6.012776 1.357129 1.894432 3.251562 5.596586 8.848147 0.248456 0.272263 0.520719 9.368866 190.454241
0.380773 13020 1.136213 -0.658774 -0.299546 -0.382198 0.815376 -5.035243 8.088034 3.868167 1.535192 3.647487 5.182680 3.663864 8.846543 0.248959 0.272992 0.521951 9.368494 215.442902
0.381399 13030 1.287858 -0.660363 -0.298161 -0.380922 1.882441 -7.511885 7.505071 1.875627 1.734902 5.285801 7.020703 1.824038 8.844742 0.249000 0.274687 0.523687 9.368429 243.469363
0.382014 13040 1.347983 -0.661609 -0.296958 -0.379722 3.691085 -10.082122 6.899939 0.508902 1.907197 6.415880 8.323076 0.518597 8.841673 0.249142 0.277472 0.526614 9.368288 267.648573
0.382625 13050 1.301715 -0.662314 -0.296063 -0.378742 6.304524 -12.568734 6.318523 0.054314 2.027250 6.794180 8.821431 0.018910 8.840341 0.248949 0.279044 0.527993 9.368334 284.496407
0.383239 13060 1.155461 -0.662349 -0.295582 -0.378107 9.633952 -14.844069 5.802311 0.592194 2.090930 6.336591 8.427520 0.411616 8.839136 0.248947 0.280262 0.529209 9.368345 293.432930
0.383859 13070 0.941610 -0.661660 -0.295583 -0.377912 13.435705 -16.849280 5.383910 1.970335 2.113029 5.146542 7.259571 1.576790 8.836362 0.249396 0.282715 0.532111 9.368473 296.534254
0.384500 13080 0.716404 -0.660217 -0.296114 -0.378226 17.365571 -18.597728 5.086667 3.854510 2.119088 3.480234 5.599322 3.236356 8.835677 0.248868 0.283982 0.532850 9.368527 297.384501
0.385172 13090 0.564850 -0.658001 -0.297214 -0.379116 20.905840 -20.108320 4.939145 5.736666 2.129622 1.738191 3.867814 4.967184 8.834998 0.248387 0.285715 0.534102 9.369100 298.862903
0.385877 13100 0.591578 -0.655024 -0.298882 -0.380604 23.372405 -21.364782 4.974161 6.981783 2.151691 0.444300 2.595991 6.238851 8.834842 0.247897 0.286414 0.534310 9.369152 301.959960
0.386575 13110 0.856191 -0.651551 -0.300930 -0.382529 24.141274 -22.252618 5.201065 7.089721 2.168655 0.055235 2.223889 6.610901 8.834790 0.247917 0.286431 0.534348 9.369138 304.340535
