# CORRECTED Energy tracking following working EnergyContributionTracker pattern
# Output period: 10 steps
# All energies in Hartree (atomic units)
# Column definitions:
#   time(ps): simulation time in picoseconds
#   timestep: simulation timestep number
#   harmonic_energy: harmonic bond potential energy
#   lj_energy: Lennard-Jones potential energy
#   ewald_short_energy: short-range Coulomb energy
#   ewald_long_energy: long-range Coulomb energy
#   cavity_harmonic_energy: cavity harmonic potential energy
#   cavity_coupling_energy: cavity-molecule coupling energy
#   cavity_dipole_self_energy: dipole self-energy
#   cavity_total_potential_energy: total cavity potential energy
#   molecular_kinetic_energy: molecular kinetic energy
#   cavity_kinetic_energy: cavity kinetic energy
#   total_kinetic_energy: total kinetic energy
#   total_potential_energy: total potential energy
#   system_total_energy: total system energy (KE + PE)
#   molecular_reservoir_energy: molecular reservoir energy
#   cavity_reservoir_energy: cavity reservoir energy
#   total_reservoir_energy: total reservoir energy
#   universe_total_energy: universe total energy (system + reservoir) [CONSERVED]
#   temperature: kinetic temperature (K)
time(ps) timestep harmonic_energy lj_energy ewald_short_energy ewald_long_energy cavity_harmonic_energy cavity_coupling_energy cavity_dipole_self_energy cavity_total_potential_energy molecular_kinetic_energy cavity_kinetic_energy total_kinetic_energy total_potential_energy system_total_energy molecular_reservoir_energy cavity_reservoir_energy total_reservoir_energy universe_total_energy temperature
0.387223 13120 1.296833 -0.647986 -0.303062 -0.384600 23.273410 -22.679092 5.576651 6.170970 2.159741 0.542376 2.702116 6.132154 8.834271 0.248824 0.285862 0.534686 9.368957 303.089616
0.387817 13130 1.797004 -0.644590 -0.305089 -0.386617 21.290707 -22.633632 6.045957 4.703032 2.126281 1.543668 3.669950 5.163741 8.833691 0.248953 0.286240 0.535193 9.368884 298.394059
0.388375 13140 2.263706 -0.641466 -0.306946 -0.388509 18.659299 -22.132368 6.575707 3.102638 2.083163 2.718532 4.801695 4.029424 8.831119 0.249857 0.287569 0.537426 9.368545 292.343022
0.388909 13150 2.623510 -0.638736 -0.308573 -0.390214 15.734504 -21.193051 7.137879 1.679333 2.056442 3.806996 5.863438 2.965319 8.828757 0.250714 0.289209 0.539924 9.368680 288.593026
0.389425 13160 2.824535 -0.636534 -0.309906 -0.391670 12.803381 -19.858408 7.702789 0.647763 2.073841 4.619481 6.693322 2.134188 8.827510 0.251148 0.289886 0.541034 9.368545 291.034805
0.389928 13170 2.843355 -0.634962 -0.310884 -0.392822 10.065636 -18.191667 8.243259 0.117228 2.157226 5.045985 7.203211 1.621915 8.825125 0.251950 0.291383 0.543333 9.368458 302.736676
0.390425 13180 2.683388 -0.634093 -0.311456 -0.393618 7.646183 -16.271310 8.734185 0.109059 2.321472 5.048723 7.370194 1.453279 8.823473 0.251829 0.293275 0.545105 9.368578 325.786294
0.390922 13190 2.372095 -0.633969 -0.311567 -0.394008 5.608131 -14.183877 9.152128 0.576382 2.567532 4.645466 7.212998 1.608934 8.821932 0.251769 0.295014 0.546783 9.368715 360.317477
0.391425 13200 1.960832 -0.634612 -0.311157 -0.393931 3.975497 -12.030759 9.472411 1.417149 2.882573 3.900406 6.782979 2.038280 8.821259 0.251642 0.295678 0.547320 9.368579 404.529130
0.391945 13210 1.524684 -0.636036 -0.310161 -0.393319 2.736059 -9.922470 9.669513 2.483102 3.235877 2.917061 6.152938 2.668270 8.821208 0.252140 0.295186 0.547326 9.368534 454.110422
0.392492 13220 1.164650 -0.638254 -0.308496 -0.392080 1.852607 -7.983243 9.714554 3.583918 3.577470 1.834095 5.411565 3.409738 8.821303 0.252686 0.294665 0.547351 9.368654 502.048220
0.393081 13230 1.013836 -0.641273 -0.306075 -0.390109 1.276876 -6.373839 9.572985 4.476023 3.829075 0.840042 4.669117 4.152402 8.821519 0.253004 0.294170 0.547174 9.368693 537.357438
0.393695 13240 1.207178 -0.644861 -0.303012 -0.387457 0.967107 -5.331330 9.231744 4.867522 3.887904 0.193912 4.081816 4.739370 8.821186 0.253498 0.294173 0.547671 9.368857 545.613266
0.394280 13250 1.730423 -0.648449 -0.299787 -0.384521 0.866276 -4.966424 8.755456 4.655308 3.723749 0.044402 3.768151 5.052974 8.821125 0.253519 0.294216 0.547735 9.368860 522.576457
0.394816 13260 2.430184 -0.651688 -0.296771 -0.381647 0.919139 -5.129946 8.227561 4.016753 3.412069 0.291994 3.704063 5.116832 8.820895 0.253698 0.294267 0.547965 9.368860 478.836451
0.395317 13270 3.167408 -0.654542 -0.294068 -0.378950 1.112409 -5.643502 7.689980 3.158886 3.043856 0.777274 3.821130 4.998734 8.819865 0.254403 0.294538 0.548941 9.368806 427.162938
0.395798 13280 3.835234 -0.657041 -0.291719 -0.376481 1.463967 -6.388196 7.163838 2.239608 2.699247 1.371332 4.070579 4.749601 8.820180 0.254415 0.294254 0.548670 9.368849 378.801848
0.396266 13290 4.345049 -0.659205 -0.289764 -0.374291 2.002324 -7.282607 6.664826 1.384543 2.446973 1.966456 4.413429 4.406332 8.819761 0.255156 0.293945 0.549101 9.368862 343.398691
0.396727 13300 4.627290 -0.661037 -0.288250 -0.372441 2.748543 -8.261051 6.208662 0.696154 2.346706 2.470892 4.817598 4.001716 8.819313 0.255682 0.293742 0.549424 9.368738 329.327579
0.397181 13310 4.645832 -0.662538 -0.287207 -0.370979 3.710566 -9.276619 5.806569 0.240516 2.434702 2.818602 5.253304 3.565624 8.818928 0.256007 0.293878 0.549885 9.368813 341.676535
0.397632 13320 4.401092 -0.663704 -0.286648 -0.369935 4.880231 -10.300006 5.465806 0.046032 2.719847 2.970873 5.690720 3.126837 8.817557 0.256500 0.294779 0.551279 9.368836 381.692804
0.398082 13330 3.928671 -0.664515 -0.286573 -0.369329 6.232991 -11.317080 5.190924 0.106834 3.184371 2.917892 6.102263 2.715088 8.817351 0.256148 0.295219 0.551367 9.368718 446.882181
0.398536 13340 3.294324 -0.664928 -0.286978 -0.369173 7.732491 -12.327824 4.984712 0.389379 3.782100 2.671931 6.454031 2.362624 8.816655 0.256787 0.295237 0.552024 9.368679 530.765142
0.399001 13350 2.589294 -0.664865 -0.287864 -0.369483 9.331712 -13.342054 4.850319 0.839977 4.446575 2.261539 6.708114 2.107059 8.815173 0.257635 0.296005 0.553640 9.368813 624.015053
0.399485 13360 1.931020 -0.664198 -0.289246 -0.370285 10.968743 -14.374398 4.793619 1.387964 5.087239 1.732900 6.820139 1.995255 8.815394 0.257638 0.295665 0.553303 9.368698 713.923266
0.400001 13370 1.467372 -0.662726 -0.291164 -0.371627 12.562272 -15.442416 4.825862 1.945718 5.581998 1.144041 6.726040 2.087574 8.813614 0.258837 0.296126 0.554964 9.368577 783.355897
0.400564 13380 1.387640 -0.660155 -0.293674 -0.373577 13.981078 -16.549635 4.966855 2.398299 5.772534 0.581765 6.354300 2.458534 8.812833 0.259842 0.295961 0.555803 9.368636 810.094995
0.401146 13390 1.844275 -0.656457 -0.296582 -0.376001 14.966296 -17.588555 5.221396 2.599137 5.513184 0.184092 5.697276 3.114372 8.811648 0.261034 0.295984 0.557018 9.368667 773.698793
0.401681 13400 2.701614 -0.652263 -0.299399 -0.378467 15.370078 -18.396620 5.542777 2.516235 4.895239 0.029053 4.924292 3.887720 8.812013 0.260673 0.296060 0.556733 9.368746 686.978803
0.402161 13410 3.707596 -0.648083 -0.301923 -0.380764 15.309955 -18.953204 5.890153 2.246904 4.125978 0.061833 4.187811 4.623730 8.811540 0.261211 0.296074 0.557284 9.368825 579.023703
0.402608 13420 4.704825 -0.644102 -0.304172 -0.382884 14.916699 -19.291800 6.250841 1.875740 3.348228 0.214242 3.562471 5.249407 8.811878 0.260990 0.296023 0.557013 9.368891 469.877310
0.403033 13430 5.579948 -0.640474 -0.306151 -0.384824 14.275851 -19.429668 6.616429 1.462612 2.664741 0.435915 3.100656 5.711110 8.811766 0.261259 0.295832 0.557091 9.368858 373.959333
0.403445 13440 6.243332 -0.637357 -0.307846 -0.386566 13.452474 -19.376272 6.978089 1.054291 2.159765 0.686173 2.845938 5.965854 8.811792 0.261299 0.295879 0.557178 9.368970 303.093013
0.403851 13450 6.630687 -0.634874 -0.309241 -0.388094 12.498343 -19.140061 7.327987 0.686269 1.894876 0.931425 2.826302 5.984749 8.811050 0.261368 0.296469 0.557837 9.368887 265.919565
0.404254 13460 6.699756 -0.633124 -0.310309 -0.389386 11.456061 -18.728986 7.658142 0.385218 1.912562 1.146228 3.058790 5.752155 8.810945 0.261424 0.296561 0.557985 9.368929 268.401466
0.404661 13470 6.431379 -0.632168 -0.311022 -0.390416 10.361771 -18.151581 7.960008 0.170199 2.234238 1.308632 3.542870 5.267971 8.810841 0.261724 0.296248 0.557972 9.368813 313.544209
0.405075 13480 5.832782 -0.632031 -0.311342 -0.391153 9.247458 -17.418543 8.224286 0.053200 2.858156 1.401704 4.259859 4.551457 8.811316 0.261558 0.296031 0.557589 9.368905 401.102441
0.405502 13490 4.942357 -0.632690 -0.311222 -0.391556 8.141716 -16.543481 8.440718 0.038953 3.752024 1.412582 5.164606 3.645842 8.810448 0.261815 0.296587 0.558402 9.368850 526.544478
0.405948 13500 3.838541 -0.634073 -0.310608 -0.391576 7.071076 -15.544284 8.597425 0.124216 4.847533 1.335834 6.183367 2.626500 8.809867 0.261677 0.297116 0.558794 9.368661 680.283914
0.406420 13510 2.656401 -0.636050 -0.309437 -0.391153 6.064083 -14.448998 8.680466 0.295551 6.020338 1.173549 7.193887 1.615312 8.809199 0.262241 0.297175 0.559416 9.368615 844.870833
0.406926 13520 1.597007 -0.638424 -0.307646 -0.390219 5.148169 -13.296226 8.674942 0.526885 7.084666 0.936619 8.021285 0.787604 8.808889 0.262334 0.297367 0.559701 9.368590 994.234479
0.407483 13530 0.930771 -0.640967 -0.305138 -0.388681 4.341812 -12.124895 8.563452 0.780368 7.785238 0.646273 8.431511 0.376354 8.807865 0.263009 0.297625 0.560634 9.368499 1092.550016
0.408117 13540 1.037272 -0.643374 -0.301822 -0.386428 3.677641 -11.005163 8.324750 0.997228 7.760678 0.343399 8.104077 0.702878 8.806954 0.263600 0.297941 0.561541 9.368495 1089.103302
0.408735 13550 2.053832 -0.645025 -0.298376 -0.383907 3.267683 -10.188276 8.010200 1.089607 6.860949 0.130062 6.991011 1.816131 8.807142 0.263621 0.297828 0.561449 9.368591 962.838798
0.409256 13560 3.449807 -0.645895 -0.295536 -0.381709 3.088651 -9.733681 7.711942 1.066912 5.577546 0.035600 5.613146 3.193579 8.806726 0.264021 0.298006 0.562027 9.368752 782.731063
0.409715 13570 4.885627 -0.646371 -0.293225 -0.379830 3.047215 -9.510708 7.443297 0.979804 4.240570 0.019304 4.259874 4.546005 8.805879 0.264919 0.298087 0.563007 9.368885 595.105115
0.410141 13580 6.197399 -0.646683 -0.291349 -0.378223 3.101045 -9.447156 7.203370 0.857259 3.012429 0.053788 3.066217 5.738403 8.804620 0.266148 0.298225 0.564373 9.368993 422.752582
0.410544 13590 7.268207 -0.646970 -0.289875 -0.376878 3.231538 -9.506744 6.993307 0.718101 2.010660 0.121398 2.132058 6.672585 8.804643 0.266108 0.298308 0.564416 9.369059 282.168145
0.410933 13600 8.020647 -0.647322 -0.288784 -0.375788 3.429653 -9.667807 6.813555 0.575401 1.311486 0.208892 1.520379 7.284154 8.804532 0.266310 0.298282 0.564593 9.369125 184.048877
0.411315 13610 8.404630 -0.647793 -0.288069 -0.374954 3.691260 -9.917191 6.664703 0.438771 0.966490 0.305403 1.271894 7.532586 8.804479 0.266331 0.298308 0.564640 9.369119 135.633451
0.411694 13620 8.394777 -0.648408 -0.287726 -0.374378 4.014890 -10.247030 6.547503 0.315364 1.002758 0.402321 1.405080 7.399629 8.804708 0.266158 0.298240 0.564399 9.369107 140.723200
0.412073 13630 7.990582 -0.649159 -0.287758 -0.374065 4.400731 -10.653350 6.463028 0.210410 1.422009 0.492160 1.914169 6.890009 8.804177 0.266774 0.298124 0.564897 9.369075 199.559193
0.412457 13640 7.216920 -0.650009 -0.288170 -0.374022 4.850345 -11.135395 6.412513 0.127463 2.203558 0.568629 2.772188 6.032183 8.804370 0.266667 0.298040 0.564707 9.369078 309.238797
0.412851 13650 6.125581 -0.650883 -0.288970 -0.374258 5.366613 -11.695529 6.397696 0.068779 3.297348 0.625975 3.923322 4.880250 8.803573 0.267122 0.298269 0.565391 9.368963 462.736926
0.413260 13660 4.797765 -0.651669 -0.290175 -0.374783 5.954382 -12.339917 6.421100 0.035565 4.626831 0.660223 5.287053 3.516703 8.803756 0.266852 0.298281 0.565133 9.368889 649.311381
0.413692 13670 3.351376 -0.652197 -0.291813 -0.375618 6.621237 -13.079484 6.486595 0.028348 6.076516 0.666663 6.743179 2.060096 8.803275 0.267135 0.298295 0.565430 9.368705 852.754563
0.414162 13680 1.955910 -0.652214 -0.293934 -0.376792 7.380064 -13.933068 6.600418 0.047415 7.481311 0.641137 8.122448 0.680385 8.802833 0.267790 0.298028 0.565818 9.368651 1049.898022
0.414696 13690 0.866462 -0.651299 -0.296641 -0.378367 8.257207 -14.937727 6.774295 0.093775 8.591673 0.576320 9.167993 -0.366071 8.801923 0.268592 0.297984 0.566575 9.368498 1205.721984
0.415352 13700 0.555436 -0.648607 -0.300166 -0.380475 9.308719 -16.170502 7.033067 0.171285 8.942728 0.459477 9.402205 -0.602528 8.799677 0.270249 0.298522 0.568771 9.368449 1254.987547
0.416100 13710 1.678117 -0.643610 -0.304038 -0.382805 10.388910 -17.471504 7.348887 0.266294 7.879579 0.305590 8.185168 0.613959 8.799127 0.270954 0.298672 0.569626 9.368753 1105.789364
0.416683 13720 3.393333 -0.638870 -0.306656 -0.384351 11.089095 -18.332882 7.577672 0.333885 6.210495 0.190630 6.401124 2.397341 8.798465 0.271926 0.298610 0.570536 9.369001 871.556612
0.417175 13730 5.086545 -0.634946 -0.308414 -0.385348 11.549954 -18.905471 7.736823 0.381306 4.549660 0.108733 4.658393 4.139144 8.797537 0.272929 0.298722 0.571651 9.369188 638.481556
0.417618 13740 6.556524 -0.631948 -0.309562 -0.385947 11.849806 -19.277161 7.841902 0.414547 3.101076 0.052549 3.153625 5.643615 8.797240 0.273248 0.298827 0.572074 9.369314 435.192909
0.418034 13750 7.691323 -0.629982 -0.310206 -0.386215 12.021512 -19.484505 7.899193 0.436200 1.977285 0.018851 1.996137 6.801121 8.797258 0.273306 0.298840 0.572146 9.369404 277.484504
0.418433 13760 8.426440 -0.629107 -0.310402 -0.386186 12.082406 -19.546887 7.912070 0.447589 1.243235 0.005654 1.248889 7.548334 8.797223 0.273401 0.298825 0.572226 9.369449 174.470767
0.418821 13770 8.730906 -0.629336 -0.310186 -0.385882 12.042052 -19.475519 7.882777 0.449310 0.930846 0.011757 0.942604 7.854812 8.797416 0.273228 0.298832 0.572060 9.369476 130.631353
0.419204 13780 8.602576 -0.630629 -0.309580 -0.385317 11.906172 -19.277747 7.813193 0.441618 1.042477 0.036293 1.078770 7.718668 8.797438 0.273240 0.298794 0.572034 9.369472 146.297099
0.419587 13790 8.065958 -0.632898 -0.308601 -0.384498 11.677619 -18.958246 7.705108 0.424480 1.554295 0.078439 1.632735 7.164441 8.797176 0.273471 0.298755 0.572226 9.369402 218.123720
0.419974 13800 7.170717 -0.636014 -0.307259 -0.383431 11.357324 -18.519858 7.560311 0.397776 2.417741 0.137296 2.555037 6.241789 8.796826 0.273626 0.298923 0.572550 9.369376 339.296321
0.420370 13810 5.992540 -0.639814 -0.305560 -0.382114 10.944050 -17.963473 7.380726 0.361303 3.557656 0.212135 3.769791 5.026354 8.796146 0.274140 0.298969 0.573109 9.369254 499.267579
0.420780 13820 4.634833 -0.644110 -0.303503 -0.380545 10.433569 -17.287110 7.168356 0.314814 4.872742 0.301904 5.174646 3.621490 8.796136 0.274113 0.298930 0.573043 9.369179 683.821591
0.421213 13830 3.233849 -0.648688 -0.301077 -0.378712 9.818051 -16.485051 6.925284 0.258284 6.227675 0.404451 6.632127 2.163656 8.795782 0.274166 0.299080 0.573245 9.369027 873.967679
0.421682 13840 1.969062 -0.653311 -0.298253 -0.376594 9.082581 -15.543858 6.653440 0.192163 7.444184 0.517091 7.961275 0.833067 8.794342 0.275182 0.299369 0.574551 9.368893 1044.687803
0.422210 13850 1.090972 -0.657704 -0.294964 -0.374144 8.195864 -14.431811 6.354102 0.118155 8.274591 0.635405 8.909995 -0.117684 8.792311 0.277322 0.299142 0.576464 9.368775 1161.223852
0.422834 13860 1.000396 -0.661390 -0.291150 -0.371334 7.115738 -13.107043 6.035961 0.044655 8.325280 0.743662 9.068942 -0.278822 8.790120 0.279126 0.299587 0.578713 9.368833 1168.337367
0.423474 13870 1.950895 -0.663327 -0.287594 -0.368761 6.030053 -11.803558 5.777835 0.004330 7.354063 0.799164 8.153227 0.635543 8.788769 0.280498 0.299765 0.580262 9.369032 1032.040508
0.424027 13880 3.387775 -0.663631 -0.285012 -0.366954 5.151218 -10.765010 5.628304 0.014512 5.911774 0.789058 6.700832 2.086690 8.787522 0.281794 0.299871 0.581665 9.369187 829.635332
0.424522 13890 4.867552 -0.663059 -0.283227 -0.365773 4.439132 -9.932167 5.562370 0.069335 4.432131 0.731450 5.163581 3.624829 8.788409 0.281608 0.299466 0.581075 9.369484 621.987979
0.424983 13900 6.160797 -0.662038 -0.282097 -0.365106 3.853845 -9.253393 5.563470 0.163923 3.135469 0.638015 3.773484 5.015479 8.788963 0.281029 0.299472 0.580501 9.369464 440.019458
0.425423 13910 7.124962 -0.660815 -0.281550 -0.364898 3.374153 -8.703782 5.623100 0.293470 2.157076 0.520544 2.677620 6.111170 8.788790 0.281041 0.299747 0.580788 9.369577 302.715617
0.425849 13920 7.675846 -0.659532 -0.281548 -0.365114 2.987250 -8.271688 5.736220 0.451782 1.576144 0.390790 1.966934 6.821433 8.788367 0.281481 0.299795 0.581276 9.369643 221.189892
0.426267 13930 7.778659 -0.658262 -0.282063 -0.365729 2.685255 -7.953933 5.898938 0.630260 1.424371 0.261200 1.685571 7.102865 8.788436 0.281485 0.299744 0.581230 9.369665 199.890610
0.426681 13940 7.445458 -0.657012 -0.283070 -0.366717 2.462233 -7.752096 6.108287 0.818424 1.686333 0.144561 1.830894 6.957083 8.787977 0.281685 0.299992 0.581677 9.369655 236.653424
0.427096 13950 6.724495 -0.655739 -0.284551 -0.368060 2.314921 -7.673162 6.362295 1.004053 2.312281 0.055012 2.367294 6.420199 8.787492 0.281965 0.300133 0.582099 9.369591 324.496552
0.427516 13960 5.695596 -0.654359 -0.286491 -0.369741 2.244262 -7.730977 6.659207 1.172493 3.222485 0.007392 3.229877 5.557497 8.787374 0.281996 0.300141 0.582137 9.369511 452.231051
0.427947 13970 4.468223 -0.652755 -0.288880 -0.371744 2.256922 -7.947830 6.997275 1.306367 4.309185 0.017508 4.326693 4.461211 8.787904 0.281373 0.300139 0.581512 9.369416 604.734239
0.428398 13980 3.181495 -0.650767 -0.291710 -0.374056 2.368436 -8.357847 7.374457 1.385046 5.434913 0.102765 5.537678 3.250008 8.787686 0.281529 0.300117 0.581646 9.369332 762.714509
0.428879 13990 2.008320 -0.648187 -0.294984 -0.376667 2.609963 -9.014321 7.788007 1.383648 6.432800 0.282333 6.715133 2.072130 8.787263 0.281757 0.300233 0.581990 9.369253 902.754139
0.429410 14000 1.170067 -0.644723 -0.298718 -0.379570 3.043955 -10.006104 8.233307 1.271159 7.089419 0.578286 7.667704 1.118214 8.785918 0.282636 0.300499 0.583135 9.369054 994.901394
0.430022 14010 0.975376 -0.639995 -0.302897 -0.382724 3.797527 -11.481094 8.694496 1.010929 7.113593 1.011555 8.125148 0.660689 8.785837 0.282710 0.300478 0.583188 9.369025 998.293941
0.430666 14020 1.658953 -0.634504 -0.306815 -0.385563 4.930114 -13.361727 9.074182 0.642569 6.310692 1.499467 7.810159 0.974640 8.784799 0.283839 0.300469 0.584309 9.369108 885.617962
0.431242 14030 2.836321 -0.629709 -0.309626 -0.387486 6.264236 -15.236881 9.286453 0.313808 5.081041 1.878712 6.959753 1.823308 8.783061 0.285218 0.301074 0.586292 9.369353 713.053536
0.431755 14040 4.069832 -0.626090 -0.311418 -0.388602 7.704026 -16.963000 9.356136 0.097162 3.834914 2.107415 5.942329 2.840885 8.783214 0.285160 0.301183 0.586343 9.369557 538.176885
0.432230 14050 5.142830 -0.623710 -0.312405 -0.389090 9.229637 -18.529087 9.314594 0.015144 2.761664 2.188211 4.949875 3.832769 8.782644 0.285261 0.301614 0.586876 9.369520 387.561204
0.432682 14060 5.929532 -0.622612 -0.312714 -0.389052 10.816085 -19.918718 9.181339 0.078706 1.968357 2.130910 4.099267 4.683860 8.783128 0.285408 0.301109 0.586518 9.369646 276.231596
0.433123 14070 6.358161 -0.622799 -0.312424 -0.388554 12.429236 -21.110619 8.970741 0.289359 1.511838 1.946912 3.458750 5.323744 8.782494 0.285549 0.301564 0.587113 9.369607 212.165467
0.433558 14080 6.398001 -0.624222 -0.311594 -0.387641 14.026711 -22.082591 8.694749 0.638869 1.410686 1.657757 3.068443 5.713412 8.781856 0.285700 0.302182 0.587883 9.369739 197.970230
0.433994 14090 6.053888 -0.626781 -0.310271 -0.386347 15.554637 -22.811296 8.364471 1.107812 1.650646 1.292196 2.942842 5.838300 8.781142 0.285943 0.302556 0.588499 9.369641 231.645235
0.434436 14100 5.364916 -0.630329 -0.308494 -0.384700 16.947105 -23.273813 7.990754 1.664046 2.186547 0.889078 3.075625 5.705439 8.781064 0.286127 0.302458 0.588585 9.369649 306.851426
0.434891 14110 4.405911 -0.634674 -0.306299 -0.382723 18.121256 -23.446989 7.585283 2.259550 2.941072 0.497232 3.438303 5.341764 8.780067 0.286608 0.302853 0.589461 9.369528 412.738526
0.435365 14120 3.286885 -0.639596 -0.303716 -0.380438 18.977006 -23.308020 7.160147 2.829132 3.806838 0.180164 3.987002 4.792268 8.779270 0.287415 0.302792 0.590206 9.369476 534.236867
0.435869 14130 2.153801 -0.644860 -0.300766 -0.377857 19.388977 -22.829928 6.728088 3.287137 4.647538 0.014190 4.661727 4.117456 8.779184 0.287345 0.302905 0.590250 9.369433 652.217359
0.436420 14140 1.195375 -0.650222 -0.297452 -0.374982 19.186199 -21.970300 6.303695 3.519594 5.289499 0.097124 5.386622 3.392314 8.778936 0.287478 0.302963 0.590441 9.369378 742.307624
0.437050 14150 0.666734 -0.655386 -0.293774 -0.371816 18.109890 -20.651153 5.909451 3.368188 5.507434 0.556927 6.064361 2.713946 8.778306 0.287899 0.303128 0.591027 9.369333 772.891814
0.437770 14160 0.881434 -0.659705 -0.289977 -0.368590 15.903075 -18.830835 5.604785 2.677025 5.053217 1.483648 6.536865 2.240187 8.777052 0.289097 0.303094 0.592191 9.369244 709.148856
0.438461 14170 1.735472 -0.662198 -0.287017 -0.366126 13.101256 -16.889539 5.477831 1.689548 4.105783 2.561848 6.667632 2.109679 8.777311 0.288520 0.303616 0.592136 9.369447 576.189663
0.439061 14180 2.708515 -0.663203 -0.285150 -0.364622 10.421384 -15.101866 5.504257 0.823775 3.135970 3.420836 6.556806 2.219315 8.776121 0.288679 0.304569 0.593248 9.369369 440.089885
0.439603 14190 3.525101 -0.663351 -0.284121 -0.363842 8.041358 -13.432566 5.636371 0.245162 2.353231 3.965147 6.318378 2.458950 8.777328 0.288628 0.303282 0.591909 9.369237 330.243249
0.440111 14200 4.070807 -0.662968 -0.283763 -0.363630 6.002444 -11.833739 5.849179 0.017883 1.828820 4.169249 5.998069 2.778329 8.776399 0.288359 0.304693 0.593051 9.369450 256.649514
0.440601 14210 4.301152 -0.662208 -0.283983 -0.363896 4.315930 -10.281391 6.128635 0.163174 1.577712 4.043296 5.621008 3.154238 8.775246 0.288550 0.305651 0.594200 9.369446 221.409966
0.441083 14220 4.214446 -0.661146 -0.284721 -0.364578 2.976895 -8.772952 6.464703 0.668645 1.583067 3.619557 5.202624 3.572646 8.775271 0.288607 0.305590 0.594197 9.369468 222.161494
0.441566 14230 3.843123 -0.659812 -0.285927 -0.365621 1.967328 -7.328094 6.847621 1.486854 1.801852 2.954285 4.756137 4.018617 8.774754 0.288859 0.305920 0.594780 9.369534 252.864901
0.442055 14240 3.248193 -0.658214 -0.287554 -0.366978 1.253555 -5.985998 7.266971 2.534528 2.172020 2.131862 4.303882 4.469974 8.773857 0.288940 0.306641 0.595581 9.369438 304.812871
0.442561 14250 2.515139 -0.656354 -0.289552 -0.368596 0.791016 -4.811676 7.709675 3.689015 2.615312 1.267576 3.882888 4.889652 8.772540 0.289908 0.307032 0.596940 9.369479 367.022654
0.443095 14260 1.752243 -0.654241 -0.291858 -0.370412 0.529459 -3.905703 8.157518 4.781273 3.044746 0.510372 3.555117 5.217005 8.772122 0.290215 0.307202 0.597418 9.369540 427.287762
