# frequency_cm-1 spectrum_qm_au
1.137469552883786577e+02 1.552644240049469800e+16
1.140805240722155389e+02 1.555202061325667200e+16
1.144140928560524202e+02 1.557739735400187400e+16
1.147476616398893015e+02 1.560256891455699000e+16
1.150812304237262111e+02 1.562753160335013800e+16
1.154147992075630924e+02 1.565228174778653200e+16
1.157483679913999737e+02 1.567681569663441200e+16
1.160819367752368692e+02 1.570112982241976400e+16
1.164155055590737504e+02 1.572522052382659400e+16
1.167490743429106459e+02 1.574908422810051600e+16
1.170826431267475272e+02 1.577271739345330000e+16
1.174162119105844226e+02 1.579611651146514600e+16
1.177497806944213039e+02 1.581927810948283600e+16
1.180833494782581852e+02 1.584219875301033200e+16
1.184169182620950806e+02 1.586487504808961000e+16
1.187504870459319761e+02 1.588730364366875400e+16
1.190840558297688574e+02 1.590948123395480400e+16
1.194176246136057387e+02 1.593140456074786200e+16
1.197511933974426199e+02 1.595307041575498600e+16
1.200847621812795296e+02 1.597447564287991600e+16
1.204183309651164109e+02 1.599561714048615000e+16
1.207518997489532921e+02 1.601649186363119600e+16
1.210854685327901734e+02 1.603709682626841400e+16
1.214190373166270689e+02 1.605742910341432800e+16
1.217526061004639502e+02 1.607748583327840400e+16
1.220861748843008456e+02 1.609726421935276800e+16
1.224197436681377269e+02 1.611676153245919200e+16
1.227533124519746224e+02 1.613597511275068200e+16
1.230868812358115036e+02 1.615490237166520800e+16
1.234204500196483849e+02 1.617354079382923600e+16
1.237540188034852804e+02 1.619188793890821800e+16
1.240875875873221759e+02 1.620994144340213200e+16
1.244211563711590571e+02 1.622769902238358800e+16
1.247547251549959384e+02 1.624515847117611800e+16
1.250882939388328197e+02 1.626231766697080400e+16
1.254218627226697151e+02 1.627917457037905200e+16
1.257554315065066106e+02 1.629572722691951000e+16
1.260890002903434919e+02 1.631197376843734000e+16
1.264225690741803731e+02 1.632791241445390400e+16
1.267561378580172686e+02 1.634354147344545600e+16
1.270897066418541499e+02 1.635885934404909200e+16
1.274232754256910454e+02 1.637386451619438400e+16
1.277568442095279408e+02 1.638855557215976800e+16
1.280904129933648221e+02 1.640293118755181600e+16
1.284239817772017034e+02 1.641699013220684600e+16
1.287575505610385846e+02 1.643073127101359200e+16
1.290911193448754943e+02 1.644415356465611600e+16
1.294246881287123756e+02 1.645725607027606400e+16
1.297582569125492569e+02 1.647003794205391600e+16
1.300918256963861381e+02 1.648249843170839800e+16
1.304253944802230194e+02 1.649463688891394200e+16
