# Material time functions for all couplings (staging adapter output)
# Criterion: F(k,t) = 0.1, corrected least-squares reconstruction
# Each column pair is (time_ps, xi) for one coupling.
#
t_0_ps xi_0 t_0p01_ps xi_0p01 t_0p016667_ps xi_0p016667 t_0p023333_ps xi_0p023333 t_0p03_ps xi_0p03
1.770082e+03 1.504676e+01 1.770639e+03 2.104133e+01 1.768464e+03 8.530471e+00 1.771003e+03 7.215078e+00 1.771304e+03 7.299864e+00
1.771268e+03 1.505653e+01 1.771825e+03 2.106623e+01 1.769649e+03 8.537456e+00 1.772189e+03 7.222284e+00 1.772491e+03 7.369607e+00
1.772453e+03 1.506629e+01 1.773011e+03 2.109113e+01 1.770833e+03 8.544440e+00 1.773375e+03 7.229489e+00 1.773677e+03 7.439349e+00
1.773639e+03 1.507605e+01 1.774197e+03 2.111602e+01 1.772018e+03 8.551425e+00 1.774562e+03 7.236695e+00 1.774863e+03 7.509091e+00
1.774825e+03 1.508582e+01 1.775383e+03 2.114092e+01 1.773202e+03 8.558409e+00 1.775748e+03 7.243900e+00 1.776050e+03 7.578833e+00
1.776010e+03 1.509558e+01 1.776569e+03 2.116582e+01 1.774387e+03 8.565394e+00 1.776934e+03 7.251106e+00 1.777236e+03 7.648575e+00
1.777196e+03 1.510534e+01 1.777755e+03 2.119072e+01 1.775571e+03 8.572378e+00 1.778120e+03 7.258311e+00 1.778423e+03 7.718317e+00
1.778381e+03 1.511510e+01 1.778941e+03 2.121561e+01 1.776756e+03 8.579363e+00 1.779306e+03 7.265517e+00 1.779609e+03 7.788060e+00
1.779567e+03 1.512487e+01 1.780127e+03 2.124051e+01 1.777940e+03 8.586348e+00 1.780493e+03 7.272722e+00 1.780795e+03 7.857802e+00
1.780753e+03 1.513463e+01 1.781313e+03 2.126541e+01 1.779125e+03 8.593332e+00 1.781679e+03 7.279928e+00 1.781982e+03 7.927544e+00
1.781938e+03 1.514439e+01 1.782499e+03 2.129031e+01 1.780309e+03 8.600317e+00 1.782865e+03 7.287133e+00 1.783168e+03 7.997286e+00
1.783124e+03 1.515416e+01 1.783685e+03 2.131520e+01 1.781494e+03 8.607301e+00 1.784051e+03 7.294339e+00 1.784355e+03 8.067028e+00
1.784309e+03 1.516392e+01 1.784871e+03 2.134010e+01 1.782678e+03 8.614286e+00 1.785237e+03 7.301544e+00 1.785541e+03 8.136771e+00
1.785495e+03 1.517368e+01 1.786057e+03 2.136500e+01 1.783863e+03 8.621271e+00 1.786424e+03 7.308750e+00 1.786727e+03 8.206513e+00
1.786680e+03 1.518345e+01 1.787243e+03 2.138990e+01 1.785047e+03 8.628255e+00 1.787610e+03 7.315955e+00 1.787914e+03 8.276255e+00
1.787866e+03 1.519321e+01 1.788429e+03 2.141480e+01 1.786232e+03 8.635240e+00 1.788796e+03 7.323161e+00 1.789100e+03 8.345997e+00
1.789052e+03 1.520297e+01 1.789615e+03 2.143969e+01 1.787416e+03 8.642224e+00 1.789982e+03 7.330366e+00 1.790287e+03 8.415739e+00
1.790237e+03 1.521274e+01 1.790801e+03 2.146459e+01 1.788601e+03 8.649209e+00 1.791168e+03 7.337572e+00 1.791473e+03 8.485482e+00
1.791423e+03 1.522250e+01 1.791987e+03 2.148949e+01 1.789785e+03 8.656194e+00 1.792355e+03 7.344777e+00 1.792659e+03 8.555224e+00
1.792608e+03 1.523226e+01 1.793173e+03 2.151439e+01 1.790970e+03 8.663178e+00 1.793541e+03 7.351983e+00 1.793846e+03 8.624966e+00
1.793794e+03 1.524202e+01 1.794359e+03 2.153928e+01 1.792154e+03 8.670163e+00 1.794727e+03 7.359188e+00 1.795032e+03 8.694708e+00
1.794980e+03 1.525179e+01 1.795545e+03 2.156418e+01 1.793339e+03 8.677147e+00 1.795913e+03 7.366394e+00 1.796219e+03 8.764450e+00
1.796165e+03 1.526155e+01 1.796731e+03 2.158908e+01 1.794523e+03 8.684132e+00 1.797099e+03 7.373599e+00 1.797405e+03 8.834192e+00
1.797351e+03 1.527030e+01 1.797917e+03 2.162106e+01 1.795708e+03 8.691264e+00 1.798286e+03 7.380714e+00 1.798591e+03 8.929250e+00
1.798536e+03 1.527867e+01 1.799102e+03 2.165577e+01 1.796892e+03 8.698452e+00 1.799472e+03 7.387794e+00 1.799778e+03 9.034005e+00
1.799722e+03 1.528703e+01 1.800288e+03 2.169047e+01 1.798077e+03 8.705641e+00 1.800658e+03 7.394874e+00 1.800964e+03 9.138759e+00
1.800908e+03 1.529540e+01 1.801474e+03 2.172517e+01 1.799261e+03 8.712829e+00 1.801844e+03 7.401954e+00 1.802151e+03 9.243514e+00
1.802093e+03 1.530376e+01 1.802660e+03 2.175987e+01 1.800446e+03 8.720018e+00 1.803030e+03 7.409033e+00 1.803337e+03 9.348269e+00
1.803279e+03 1.531213e+01 1.803846e+03 2.179457e+01 1.801630e+03 8.727206e+00 1.804217e+03 7.416113e+00 1.804523e+03 9.453024e+00
1.804464e+03 1.532049e+01 1.805032e+03 2.182927e+01 1.802815e+03 8.734395e+00 1.805403e+03 7.423193e+00 1.805710e+03 9.557778e+00
1.805650e+03 1.532886e+01 1.806218e+03 2.186398e+01 1.803999e+03 8.741583e+00 1.806589e+03 7.430273e+00 1.806896e+03 9.662533e+00
1.806835e+03 1.533722e+01 1.807404e+03 2.189868e+01 1.805184e+03 8.748771e+00 1.807775e+03 7.437353e+00 1.808083e+03 9.767288e+00
1.808021e+03 1.534559e+01 1.808590e+03 2.193338e+01 1.806368e+03 8.755960e+00 1.808961e+03 7.444433e+00 1.809269e+03 9.872043e+00
1.809207e+03 1.535395e+01 1.809776e+03 2.196808e+01 1.807553e+03 8.763148e+00 1.810148e+03 7.451513e+00 1.810455e+03 9.976797e+00
1.810392e+03 1.536232e+01 1.810962e+03 2.200278e+01 1.808737e+03 8.770337e+00 1.811334e+03 7.458593e+00 1.811642e+03 1.008155e+01
1.811578e+03 1.537068e+01 1.812148e+03 2.203748e+01 1.809922e+03 8.777525e+00 1.812520e+03 7.465673e+00 1.812828e+03 1.018631e+01
1.812763e+03 1.537905e+01 1.813334e+03 2.207218e+01 1.811106e+03 8.784714e+00 1.813706e+03 7.472752e+00 1.814015e+03 1.029106e+01
1.813949e+03 1.538741e+01 1.814520e+03 2.210689e+01 1.812291e+03 8.791902e+00 1.814892e+03 7.479832e+00 1.815201e+03 1.039582e+01
1.815135e+03 1.539578e+01 1.815706e+03 2.214159e+01 1.813475e+03 8.799091e+00 1.816079e+03 7.486912e+00 1.816388e+03 1.050057e+01
1.816320e+03 1.540414e+01 1.816892e+03 2.217629e+01 1.814660e+03 8.806279e+00 1.817265e+03 7.493992e+00 1.817574e+03 1.060533e+01
1.817506e+03 1.541251e+01 1.818078e+03 2.221099e+01 1.815844e+03 8.813467e+00 1.818451e+03 7.501072e+00 1.818760e+03 1.071008e+01
1.818691e+03 1.542087e+01 1.819264e+03 2.224569e+01 1.817029e+03 8.820656e+00 1.819637e+03 7.508152e+00 1.819947e+03 1.081484e+01
1.819877e+03 1.542924e+01 1.820450e+03 2.228039e+01 1.818213e+03 8.827844e+00 1.820824e+03 7.515232e+00 1.821133e+03 1.091959e+01
1.821063e+03 1.543760e+01 1.821636e+03 2.231510e+01 1.819398e+03 8.835033e+00 1.822010e+03 7.522312e+00 1.822320e+03 1.102434e+01
1.822248e+03 1.544597e+01 1.822822e+03 2.234980e+01 1.820582e+03 8.842221e+00 1.823196e+03 7.529392e+00 1.823506e+03 1.112910e+01
1.823434e+03 1.545433e+01 1.824008e+03 2.238450e+01 1.821767e+03 8.849410e+00 1.824382e+03 7.536471e+00 1.824692e+03 1.123385e+01
1.824619e+03 1.546270e+01 1.825194e+03 2.241920e+01 1.822951e+03 8.856598e+00 1.825568e+03 7.543551e+00 1.825879e+03 1.133861e+01
1.825805e+03 1.547106e+01 1.826380e+03 2.245390e+01 1.824136e+03 8.863787e+00 1.826755e+03 7.550631e+00 1.827065e+03 1.144336e+01
1.826990e+03 1.547943e+01 1.827566e+03 2.248860e+01 1.825320e+03 8.870975e+00 1.827941e+03 7.557711e+00 1.828252e+03 1.154812e+01
1.828176e+03 1.548779e+01 1.828752e+03 2.252330e+01 1.826505e+03 8.878164e+00 1.829127e+03 7.564791e+00 1.829438e+03 1.165287e+01
1.829362e+03 1.549616e+01 1.829937e+03 2.255801e+01 1.827689e+03 8.885352e+00 1.830313e+03 7.571871e+00 1.830624e+03 1.175763e+01
1.830547e+03 1.550452e+01 1.831123e+03 2.259271e+01 1.828874e+03 8.892540e+00 1.831499e+03 7.578951e+00 1.831811e+03 1.186238e+01
1.831733e+03 1.551289e+01 1.832309e+03 2.262741e+01 1.830058e+03 8.899729e+00 1.832686e+03 7.586031e+00 1.832997e+03 1.196714e+01
1.832918e+03 1.552125e+01 1.833495e+03 2.266211e+01 1.831243e+03 8.906917e+00 1.833872e+03 7.593110e+00 1.834184e+03 1.207189e+01
1.834104e+03 1.552962e+01 1.834681e+03 2.269681e+01 1.832427e+03 8.914106e+00 1.835058e+03 7.600190e+00 1.835370e+03 1.217665e+01
1.835290e+03 1.553798e+01 1.835867e+03 2.273151e+01 1.833612e+03 8.921294e+00 1.836244e+03 7.607270e+00 1.836556e+03 1.228140e+01
1.836475e+03 1.554635e+01 1.837053e+03 2.276622e+01 1.834796e+03 8.928483e+00 1.837430e+03 7.614350e+00 1.837743e+03 1.238616e+01
1.837661e+03 1.555471e+01 1.838239e+03 2.280092e+01 1.835981e+03 8.935671e+00 1.838617e+03 7.621430e+00 1.838929e+03 1.249091e+01
1.838846e+03 1.556308e+01 1.839425e+03 2.283562e+01 1.837165e+03 8.942860e+00 1.839803e+03 7.628510e+00 1.840116e+03 1.259567e+01
1.840032e+03 1.557144e+01 1.840611e+03 2.287032e+01 1.838350e+03 8.950048e+00 1.840989e+03 7.635590e+00 1.841302e+03 1.270042e+01
1.841217e+03 1.557981e+01 1.841797e+03 2.290502e+01 1.839534e+03 8.957236e+00 1.842175e+03 7.642670e+00 1.842488e+03 1.280518e+01
1.842403e+03 1.558817e+01 1.842983e+03 2.293972e+01 1.840719e+03 8.964425e+00 1.843361e+03 7.649750e+00 1.843675e+03 1.290993e+01
1.843589e+03 1.559556e+01 1.844169e+03 2.296971e+01 1.841903e+03 8.971568e+00 1.844548e+03 7.656676e+00 1.844861e+03 1.299675e+01
1.844774e+03 1.560279e+01 1.845355e+03 2.299900e+01 1.843088e+03 8.978705e+00 1.845734e+03 7.663579e+00 1.846048e+03 1.308087e+01
1.845960e+03 1.561003e+01 1.846541e+03 2.302829e+01 1.844272e+03 8.985841e+00 1.846920e+03 7.670482e+00 1.847234e+03 1.316500e+01
1.847145e+03 1.561726e+01 1.847727e+03 2.305757e+01 1.845457e+03 8.992978e+00 1.848106e+03 7.677385e+00 1.848420e+03 1.324913e+01
1.848331e+03 1.562450e+01 1.848913e+03 2.308686e+01 1.846641e+03 9.000114e+00 1.849292e+03 7.684288e+00 1.849607e+03 1.333326e+01
1.849517e+03 1.563174e+01 1.850099e+03 2.311615e+01 1.847826e+03 9.007251e+00 1.850479e+03 7.691191e+00 1.850793e+03 1.341739e+01
1.850702e+03 1.563897e+01 1.851285e+03 2.314543e+01 1.849010e+03 9.014387e+00 1.851665e+03 7.698094e+00 1.851980e+03 1.350152e+01
1.851888e+03 1.564621e+01 1.852471e+03 2.317472e+01 1.850195e+03 9.021524e+00 1.852851e+03 7.704997e+00 1.853166e+03 1.358565e+01
1.853073e+03 1.565345e+01 1.853657e+03 2.320400e+01 1.851379e+03 9.028660e+00 1.854037e+03 7.711900e+00 1.854353e+03 1.366978e+01
1.854259e+03 1.566068e+01 1.854843e+03 2.323329e+01 1.852564e+03 9.035797e+00 1.855223e+03 7.718803e+00 1.855539e+03 1.375391e+01
1.855445e+03 1.566792e+01 1.856029e+03 2.326258e+01 1.853748e+03 9.042933e+00 1.856410e+03 7.725706e+00 1.856725e+03 1.383804e+01
1.856630e+03 1.567515e+01 1.857215e+03 2.329186e+01 1.854933e+03 9.050070e+00 1.857596e+03 7.732609e+00 1.857912e+03 1.392217e+01
1.857816e+03 1.568239e+01 1.858401e+03 2.332115e+01 1.856117e+03 9.057206e+00 1.858782e+03 7.739512e+00 1.859098e+03 1.400630e+01
1.859001e+03 1.568963e+01 1.859586e+03 2.335044e+01 1.857302e+03 9.064343e+00 1.859968e+03 7.746415e+00 1.860285e+03 1.409043e+01
1.860187e+03 1.569686e+01 1.860772e+03 2.337972e+01 1.858486e+03 9.071479e+00 1.861154e+03 7.753318e+00 1.861471e+03 1.417456e+01
1.861372e+03 1.570410e+01 1.861958e+03 2.340901e+01 1.859671e+03 9.078616e+00 1.862341e+03 7.760221e+00 1.862657e+03 1.425869e+01
1.862558e+03 1.571134e+01 1.863144e+03 2.343829e+01 1.860855e+03 9.085753e+00 1.863527e+03 7.767124e+00 1.863844e+03 1.434282e+01
1.863744e+03 1.571857e+01 1.864330e+03 2.346758e+01 1.862040e+03 9.092889e+00 1.864713e+03 7.774027e+00 1.865030e+03 1.442695e+01
1.864929e+03 1.572581e+01 1.865516e+03 2.349687e+01 1.863224e+03 9.100026e+00 1.865899e+03 7.780930e+00 1.866217e+03 1.451107e+01
1.866115e+03 1.573304e+01 1.866702e+03 2.352615e+01 1.864409e+03 9.107162e+00 1.867085e+03 7.787833e+00 1.867403e+03 1.459520e+01
1.867300e+03 1.574028e+01 1.867888e+03 2.355544e+01 1.865593e+03 9.114299e+00 1.868272e+03 7.794736e+00 1.868589e+03 1.467933e+01
1.868486e+03 1.574752e+01 1.869074e+03 2.358473e+01 1.866778e+03 9.121435e+00 1.869458e+03 7.801639e+00 1.869776e+03 1.476346e+01
1.869672e+03 1.575475e+01 1.870260e+03 2.361401e+01 1.867962e+03 9.128572e+00 1.870644e+03 7.808542e+00 1.870962e+03 1.484759e+01
1.870857e+03 1.576199e+01 1.871446e+03 2.364330e+01 1.869147e+03 9.135708e+00 1.871830e+03 7.815445e+00 1.872149e+03 1.493172e+01
1.872043e+03 1.576923e+01 1.872632e+03 2.367258e+01 1.870331e+03 9.142845e+00 1.873017e+03 7.822348e+00 1.873335e+03 1.501585e+01
1.873228e+03 1.577646e+01 1.873818e+03 2.370187e+01 1.871516e+03 9.149981e+00 1.874203e+03 7.829251e+00 1.874521e+03 1.509998e+01
1.874414e+03 1.578370e+01 1.875004e+03 2.373116e+01 1.872700e+03 9.157118e+00 1.875389e+03 7.836155e+00 1.875708e+03 1.518411e+01
1.875600e+03 1.579093e+01 1.876190e+03 2.376044e+01 1.873885e+03 9.164254e+00 1.876575e+03 7.843058e+00 1.876894e+03 1.526824e+01
1.876785e+03 1.579817e+01 1.877376e+03 2.378973e+01 1.875069e+03 9.171391e+00 1.877761e+03 7.849961e+00 1.878081e+03 1.535237e+01
1.877971e+03 1.580541e+01 1.878562e+03 2.381902e+01 1.876254e+03 9.178527e+00 1.878948e+03 7.856864e+00 1.879267e+03 1.543650e+01
1.879156e+03 1.581264e+01 1.879748e+03 2.384830e+01 1.877438e+03 9.185664e+00 1.880134e+03 7.863767e+00 1.880453e+03 1.552063e+01
1.880342e+03 1.581988e+01 1.880934e+03 2.387759e+01 1.878623e+03 9.192800e+00 1.881320e+03 7.870670e+00 1.881640e+03 1.560476e+01
1.881527e+03 1.582712e+01 1.882120e+03 2.390687e+01 1.879807e+03 9.199937e+00 1.882506e+03 7.877573e+00 1.882826e+03 1.568889e+01
1.882713e+03 1.583435e+01 1.883306e+03 2.393616e+01 1.880992e+03 9.207073e+00 1.883692e+03 7.884476e+00 1.884013e+03 1.577302e+01
1.883899e+03 1.584159e+01 1.884492e+03 2.396545e+01 1.882176e+03 9.214210e+00 1.884879e+03 7.891379e+00 1.885199e+03 1.585715e+01
1.885084e+03 1.584882e+01 1.885678e+03 2.399473e+01 1.883361e+03 9.221346e+00 1.886065e+03 7.898282e+00 1.886385e+03 1.594127e+01
1.886270e+03 1.585606e+01 1.886864e+03 2.402402e+01 1.884545e+03 9.228483e+00 1.887251e+03 7.905185e+00 1.887572e+03 1.602540e+01
1.887455e+03 1.586330e+01 1.888050e+03 2.405331e+01 1.885730e+03 9.235619e+00 1.888437e+03 7.912088e+00 1.888758e+03 1.610953e+01
1.888641e+03 1.587052e+01 1.889236e+03 2.408250e+01 1.886914e+03 9.242750e+00 1.889623e+03 7.918987e+00 1.889945e+03 1.619332e+01
1.889827e+03 1.587692e+01 1.890421e+03 2.410637e+01 1.888099e+03 9.249547e+00 1.890810e+03 7.925659e+00 1.891131e+03 1.625683e+01
1.891012e+03 1.588332e+01 1.891607e+03 2.413024e+01 1.889283e+03 9.256343e+00 1.891996e+03 7.932331e+00 1.892318e+03 1.632033e+01
1.892198e+03 1.588972e+01 1.892793e+03 2.415412e+01 1.890468e+03 9.263140e+00 1.893182e+03 7.939003e+00 1.893504e+03 1.638383e+01
1.893383e+03 1.589612e+01 1.893979e+03 2.417799e+01 1.891652e+03 9.269937e+00 1.894368e+03 7.945675e+00 1.894690e+03 1.644734e+01
1.894569e+03 1.590251e+01 1.895165e+03 2.420186e+01 1.892837e+03 9.276733e+00 1.895554e+03 7.952347e+00 1.895877e+03 1.651084e+01
1.895755e+03 1.590891e+01 1.896351e+03 2.422573e+01 1.894021e+03 9.283530e+00 1.896741e+03 7.959019e+00 1.897063e+03 1.657435e+01
1.896940e+03 1.591531e+01 1.897537e+03 2.424960e+01 1.895206e+03 9.290326e+00 1.897927e+03 7.965690e+00 1.898250e+03 1.663785e+01
1.898126e+03 1.592171e+01 1.898723e+03 2.427347e+01 1.896390e+03 9.297123e+00 1.899113e+03 7.972362e+00 1.899436e+03 1.670135e+01
1.899311e+03 1.592811e+01 1.899909e+03 2.429734e+01 1.897575e+03 9.303920e+00 1.900299e+03 7.979034e+00 1.900622e+03 1.676486e+01
1.900497e+03 1.593451e+01 1.901095e+03 2.432121e+01 1.898759e+03 9.310716e+00 1.901485e+03 7.985706e+00 1.901809e+03 1.682836e+01
1.901682e+03 1.594091e+01 1.902281e+03 2.434508e+01 1.899944e+03 9.317513e+00 1.902672e+03 7.992378e+00 1.902995e+03 1.689187e+01
1.902868e+03 1.594731e+01 1.903467e+03 2.436895e+01 1.901128e+03 9.324309e+00 1.903858e+03 7.999050e+00 1.904182e+03 1.695537e+01
1.904054e+03 1.595371e+01 1.904653e+03 2.439282e+01 1.902313e+03 9.331106e+00 1.905044e+03 8.005722e+00 1.905368e+03 1.701888e+01
1.905239e+03 1.596011e+01 1.905839e+03 2.441670e+01 1.903497e+03 9.337902e+00 1.906230e+03 8.012394e+00 1.906554e+03 1.708238e+01
1.906425e+03 1.596651e+01 1.907025e+03 2.444057e+01 1.904682e+03 9.344699e+00 1.907416e+03 8.019066e+00 1.907741e+03 1.714588e+01
1.907610e+03 1.597290e+01 1.908211e+03 2.446444e+01 1.905866e+03 9.351496e+00 1.908603e+03 8.025738e+00 1.908927e+03 1.720939e+01
1.908796e+03 1.597930e+01 1.909397e+03 2.448831e+01 1.907051e+03 9.358292e+00 1.909789e+03 8.032410e+00 1.910114e+03 1.727289e+01
1.909982e+03 1.598570e+01 1.910583e+03 2.451218e+01 1.908235e+03 9.365089e+00 1.910975e+03 8.039082e+00 1.911300e+03 1.733640e+01
1.911167e+03 1.599210e+01 1.911769e+03 2.453605e+01 1.909420e+03 9.371885e+00 1.912161e+03 8.045753e+00 1.912486e+03 1.739990e+01
1.912353e+03 1.599850e+01 1.912955e+03 2.455992e+01 1.910604e+03 9.378682e+00 1.913347e+03 8.052425e+00 1.913673e+03 1.746340e+01
1.913538e+03 1.600490e+01 1.914141e+03 2.458379e+01 1.911789e+03 9.385478e+00 1.914534e+03 8.059097e+00 1.914859e+03 1.752691e+01
1.914724e+03 1.601130e+01 1.915327e+03 2.460766e+01 1.912973e+03 9.392275e+00 1.915720e+03 8.065769e+00 1.916046e+03 1.759041e+01
1.915910e+03 1.601770e+01 1.916513e+03 2.463153e+01 1.914158e+03 9.399072e+00 1.916906e+03 8.072441e+00 1.917232e+03 1.765392e+01
1.917095e+03 1.602410e+01 1.917699e+03 2.465541e+01 1.915342e+03 9.405868e+00 1.918092e+03 8.079113e+00 1.918418e+03 1.771742e+01
1.918281e+03 1.603050e+01 1.918885e+03 2.467928e+01 1.916527e+03 9.412665e+00 1.919278e+03 8.085785e+00 1.919605e+03 1.778092e+01
1.919466e+03 1.603690e+01 1.920070e+03 2.470315e+01 1.917711e+03 9.419461e+00 1.920465e+03 8.092457e+00 1.920791e+03 1.784443e+01
1.920652e+03 1.604329e+01 1.921256e+03 2.472702e+01 1.918896e+03 9.426258e+00 1.921651e+03 8.099129e+00 1.921978e+03 1.790793e+01
1.921837e+03 1.604969e+01 1.922442e+03 2.475089e+01 1.920081e+03 9.433054e+00 1.922837e+03 8.105801e+00 1.923164e+03 1.797144e+01
1.923023e+03 1.605609e+01 1.923628e+03 2.477476e+01 1.921265e+03 9.439851e+00 1.924023e+03 8.112473e+00 1.924350e+03 1.803494e+01
1.924209e+03 1.606249e+01 1.924814e+03 2.479863e+01 1.922450e+03 9.446648e+00 1.925209e+03 8.119144e+00 1.925537e+03 1.809844e+01
1.925394e+03 1.606889e+01 1.926000e+03 2.482250e+01 1.923634e+03 9.453444e+00 1.926396e+03 8.125816e+00 1.926723e+03 1.816195e+01
1.926580e+03 1.607529e+01 1.927186e+03 2.484637e+01 1.924819e+03 9.460241e+00 1.927582e+03 8.132488e+00 1.927910e+03 1.822545e+01
1.927765e+03 1.608169e+01 1.928372e+03 2.487024e+01 1.926003e+03 9.467037e+00 1.928768e+03 8.139160e+00 1.929096e+03 1.828896e+01
1.928951e+03 1.608809e+01 1.929558e+03 2.489411e+01 1.927188e+03 9.473834e+00 1.929954e+03 8.145832e+00 1.930283e+03 1.835246e+01
1.930137e+03 1.609449e+01 1.930744e+03 2.491799e+01 1.928372e+03 9.480630e+00 1.931141e+03 8.152504e+00 1.931469e+03 1.841597e+01
1.931322e+03 1.610089e+01 1.931930e+03 2.494186e+01 1.929557e+03 9.487427e+00 1.932327e+03 8.159176e+00 1.932655e+03 1.847947e+01
1.932508e+03 1.610729e+01 1.933116e+03 2.496573e+01 1.930741e+03 9.494224e+00 1.933513e+03 8.165848e+00 1.933842e+03 1.854297e+01
1.933693e+03 1.611368e+01 1.934302e+03 2.498960e+01 1.931926e+03 9.501020e+00 1.934699e+03 8.172520e+00 1.935028e+03 1.860648e+01
1.934879e+03 1.611999e+01 1.935488e+03 2.501259e+01 1.933110e+03 9.507714e+00 1.935885e+03 8.179145e+00 1.936215e+03 1.866661e+01
1.936064e+03 1.612585e+01 1.936674e+03 2.503104e+01 1.934295e+03 9.513883e+00 1.937072e+03 8.185532e+00 1.937401e+03 1.870949e+01
1.937250e+03 1.613170e+01 1.937860e+03 2.504950e+01 1.935479e+03 9.520052e+00 1.938258e+03 8.191918e+00 1.938587e+03 1.875237e+01
1.938436e+03 1.613756e+01 1.939046e+03 2.506795e+01 1.936664e+03 9.526220e+00 1.939444e+03 8.198305e+00 1.939774e+03 1.879525e+01
1.939621e+03 1.614341e+01 1.940232e+03 2.508641e+01 1.937848e+03 9.532389e+00 1.940630e+03 8.204691e+00 1.940960e+03 1.883813e+01
1.940807e+03 1.614926e+01 1.941418e+03 2.510486e+01 1.939033e+03 9.538557e+00 1.941816e+03 8.211078e+00 1.942147e+03 1.888101e+01
1.941992e+03 1.615512e+01 1.942604e+03 2.512332e+01 1.940217e+03 9.544726e+00 1.943003e+03 8.217464e+00 1.943333e+03 1.892389e+01
1.943178e+03 1.616097e+01 1.943790e+03 2.514178e+01 1.941402e+03 9.550895e+00 1.944189e+03 8.223851e+00 1.944519e+03 1.896677e+01
1.944364e+03 1.616682e+01 1.944976e+03 2.516023e+01 1.942586e+03 9.557063e+00 1.945375e+03 8.230237e+00 1.945706e+03 1.900964e+01
1.945549e+03 1.617268e+01 1.946162e+03 2.517869e+01 1.943771e+03 9.563232e+00 1.946561e+03 8.236624e+00 1.946892e+03 1.905252e+01
1.946735e+03 1.617853e+01 1.947348e+03 2.519714e+01 1.944955e+03 9.569400e+00 1.947747e+03 8.243010e+00 1.948079e+03 1.909540e+01
1.947920e+03 1.618438e+01 1.948534e+03 2.521560e+01 1.946140e+03 9.575569e+00 1.948934e+03 8.249397e+00 1.949265e+03 1.913828e+01
1.949106e+03 1.619024e+01 1.949720e+03 2.523405e+01 1.947324e+03 9.581738e+00 1.950120e+03 8.255783e+00 1.950451e+03 1.918116e+01
1.950292e+03 1.619609e+01 1.950905e+03 2.525251e+01 1.948509e+03 9.587906e+00 1.951306e+03 8.262170e+00 1.951638e+03 1.922404e+01
1.951477e+03 1.620194e+01 1.952091e+03 2.527096e+01 1.949693e+03 9.594075e+00 1.952492e+03 8.268556e+00 1.952824e+03 1.926692e+01
1.952663e+03 1.620780e+01 1.953277e+03 2.528942e+01 1.950878e+03 9.600243e+00 1.953678e+03 8.274943e+00 1.954011e+03 1.930980e+01
1.953848e+03 1.621365e+01 1.954463e+03 2.530788e+01 1.952062e+03 9.606412e+00 1.954865e+03 8.281329e+00 1.955197e+03 1.935267e+01
1.955034e+03 1.621950e+01 1.955649e+03 2.532633e+01 1.953247e+03 9.612581e+00 1.956051e+03 8.287716e+00 1.956383e+03 1.939555e+01
1.956219e+03 1.622536e+01 1.956835e+03 2.534479e+01 1.954431e+03 9.618749e+00 1.957237e+03 8.294102e+00 1.957570e+03 1.943843e+01
1.957405e+03 1.623121e+01 1.958021e+03 2.536324e+01 1.955616e+03 9.624918e+00 1.958423e+03 8.300489e+00 1.958756e+03 1.948131e+01
1.958591e+03 1.623706e+01 1.959207e+03 2.538170e+01 1.956800e+03 9.631087e+00 1.959609e+03 8.306876e+00 1.959943e+03 1.952419e+01
1.959776e+03 1.624292e+01 1.960393e+03 2.540015e+01 1.957985e+03 9.637255e+00 1.960796e+03 8.313262e+00 1.961129e+03 1.956707e+01
1.960962e+03 1.624877e+01 1.961579e+03 2.541861e+01 1.959169e+03 9.643424e+00 1.961982e+03 8.319649e+00 1.962315e+03 1.960995e+01
1.962147e+03 1.625462e+01 1.962765e+03 2.543707e+01 1.960354e+03 9.649592e+00 1.963168e+03 8.326035e+00 1.963502e+03 1.965283e+01
1.963333e+03 1.626048e+01 1.963951e+03 2.545552e+01 1.961538e+03 9.655761e+00 1.964354e+03 8.332422e+00 1.964688e+03 1.969570e+01
1.964519e+03 1.626633e+01 1.965137e+03 2.547398e+01 1.962723e+03 9.661930e+00 1.965540e+03 8.338808e+00 1.965875e+03 1.973858e+01
1.965704e+03 1.627219e+01 1.966323e+03 2.549243e+01 1.963907e+03 9.668098e+00 1.966727e+03 8.345195e+00 1.967061e+03 1.978146e+01
1.966890e+03 1.627804e+01 1.967509e+03 2.551089e+01 1.965092e+03 9.674267e+00 1.967913e+03 8.351581e+00 1.968247e+03 1.982434e+01
1.968075e+03 1.628389e+01 1.968695e+03 2.552934e+01 1.966276e+03 9.680435e+00 1.969099e+03 8.357968e+00 1.969434e+03 1.986722e+01
1.969261e+03 1.628975e+01 1.969881e+03 2.554780e+01 1.967461e+03 9.686604e+00 1.970285e+03 8.364354e+00 1.970620e+03 1.991010e+01
1.970447e+03 1.629560e+01 1.971067e+03 2.556626e+01 1.968645e+03 9.692773e+00 1.971471e+03 8.370741e+00 1.971807e+03 1.995298e+01
1.971632e+03 1.630145e+01 1.972253e+03 2.558471e+01 1.969830e+03 9.698941e+00 1.972658e+03 8.377127e+00 1.972993e+03 1.999586e+01
1.972818e+03 1.630731e+01 1.973439e+03 2.560317e+01 1.971014e+03 9.705110e+00 1.973844e+03 8.383514e+00 1.974180e+03 2.003873e+01
1.974003e+03 1.631316e+01 1.974625e+03 2.562162e+01 1.972199e+03 9.711279e+00 1.975030e+03 8.389900e+00 1.975366e+03 2.008161e+01
