# frequency_cm-1 spectrum_au
3.627499536004243197e+01 6.259098847631005000e+15
3.635838615397356222e+01 6.226069391654488000e+15
3.644177694790469957e+01 6.193662815698177000e+15
3.652516774183582982e+01 6.161882913330106000e+15
3.660855853576696006e+01 6.130733070202429000e+15
3.669194932969809031e+01 6.100216279397519000e+15
3.677534012362922766e+01 6.070335156650569000e+15
3.685873091756035791e+01 6.041091955157864000e+15
3.694212171149148816e+01 6.012488580129369000e+15
3.702551250542261840e+01 5.984526602976292000e+15
3.710890329935374865e+01 5.957207275062131000e+15
3.719229409328488600e+01 5.930531541142908000e+15
3.727568488721602336e+01 5.904500052285171000e+15
3.735907568114715360e+01 5.879113178386523000e+15
3.744246647507828385e+01 5.854371020156747000e+15
3.752585726900941410e+01 5.830273420687562000e+15
3.760924806294055145e+01 5.806819976502432000e+15
3.769263885687168170e+01 5.784010048014087000e+15
3.777602965080281194e+01 5.761842769562929000e+15
3.785942044473394219e+01 5.740317058830898000e+15
3.794281123866507244e+01 5.719431625762266000e+15
3.802620203259620979e+01 5.699184980907325000e+15
3.810959282652734004e+01 5.679575443186132000e+15
3.819298362045847028e+01 5.660601147150669000e+15
3.827637441438960053e+01 5.642260049609778000e+15
3.835976520832073078e+01 5.624549935707542000e+15
3.844315600225186813e+01 5.607468424445669000e+15
3.852654679618299838e+01 5.591012973587184000e+15
3.860993759011412862e+01 5.575180884027771000e+15
3.869332838404525887e+01 5.559969303549586000e+15
3.877671917797638912e+01 5.545375230014673000e+15
3.886010997190752647e+01 5.531395513966599000e+15
3.894350076583865672e+01 5.518026860684852000e+15
3.902689155976978697e+01 5.505265831596746000e+15
3.911028235370091721e+01 5.493108845192354000e+15
3.919367314763205457e+01 5.481552177274174000e+15
3.927706394156319192e+01 5.470591960754879000e+15
3.936045473549432216e+01 5.460224184727918000e+15
3.944384552942545241e+01 5.450444693096029000e+15
3.952723632335658266e+01 5.441249182595118000e+15
3.961062711728771291e+01 5.432633200188271000e+15
3.969401791121885026e+01 5.424592140052063000e+15
3.977740870514998051e+01 5.417121239803915000e+15
3.986079949908111075e+01 5.410215576376688000e+15
3.994419029301224100e+01 5.403870061182750000e+15
4.002758108694337835e+01 5.398079434870128000e+15
4.011097188087450860e+01 5.392838261419697000e+15
4.019436267480563885e+01 5.388140921826861000e+15
4.027775346873676909e+01 5.383981607189615000e+15
4.036114426266789934e+01 5.380354311297562000e+15
4.044453505659903669e+01 5.377252822740953000e+15
4.052792585053016694e+01 5.374670716518054000e+15
4.061131664446129719e+01 5.372601345155294000e+15
4.069470743839242743e+01 5.371037829363899000e+15
4.077809823232355768e+01 5.369973048276900000e+15
4.086148902625470214e+01 5.369399629205604000e+15
4.094487982018583239e+01 5.369309937031424000e+15
4.102827061411696263e+01 5.369696063176563000e+15
