# frequency_cm-1 spectrum_au
1.459338893794810588e+01 1.014023822797472600e+16
1.467677973187923790e+01 1.009469148865303800e+16
1.476017052581036992e+01 1.004846950146955600e+16
1.484356131974150195e+01 1.000163109591269400e+16
1.492695211367263219e+01 9.954234174946634000e+15
1.501034290760376599e+01 9.906335625159756000e+15
1.509373370153489802e+01 9.857991235630438000e+15
1.517712449546603004e+01 9.809255624261756000e+15
1.526051528939716206e+01 9.760182172284178000e+15
1.534390608332829409e+01 9.710822966219252000e+15
1.542729687725942611e+01 9.661228747335872000e+15
1.551068767119055813e+01 9.611448868248836000e+15
1.559407846512169016e+01 9.561531256615918000e+15
1.567746925905282218e+01 9.511522385046714000e+15
1.576086005298395420e+01 9.461467247748048000e+15
1.584425084691508445e+01 9.411409342868624000e+15
1.592764164084621825e+01 9.361390660589572000e+15
1.601103243477734850e+01 9.311451676541736000e+15
1.609442322870848230e+01 9.261631350072116000e+15
1.617781402263961610e+01 9.211967127220028000e+15
1.626120481657074635e+01 9.162494948065856000e+15
1.634459561050187659e+01 9.113249257761892000e+15
1.642798640443301039e+01 9.064263021452260000e+15
1.651137719836414419e+01 9.015567742218882000e+15
1.659476799229527444e+01 8.967193482261862000e+15
1.667815878622640469e+01 8.919168886536755000e+15
1.676154958015753849e+01 8.871521208906677000e+15
1.684494037408866873e+01 8.824276340258451000e+15
1.692833116801980253e+01 8.777458838633230000e+15
1.701172196195093633e+01 8.731091960737780000e+15
1.709511275588206658e+01 8.685197694940080000e+15
1.717850354981319683e+01 8.639796795270223000e+15
1.726189434374433063e+01 8.594908816415481000e+15
1.734528513767546087e+01 8.550552149375719000e+15
1.742867593160659467e+01 8.506744057576469000e+15
1.751206672553772847e+01 8.463500713424773000e+15
1.759545751946885872e+01 8.420837235032844000e+15
1.767884831339998897e+01 8.378767722904444000e+15
1.776223910733112277e+01 8.337305296615395000e+15
1.784562990126225657e+01 8.296462131290084000e+15
1.792902069519338681e+01 8.256249493675534000e+15
1.801241148912452061e+01 8.216677777891961000e+15
1.809580228305565086e+01 8.177756540606951000e+15
1.817919307698678111e+01 8.139494535594189000e+15
1.826258387091791491e+01 8.101899747796404000e+15
1.834597466484904515e+01 8.064979426501187000e+15
1.842936545878017895e+01 8.028740117754806000e+15
1.851275625271130920e+01 7.993187696081894000e+15
1.859614704664244300e+01 7.958327395274218000e+15
1.867953784057357680e+01 7.924163838251092000e+15
1.876292863450470705e+01 7.890701066078232000e+15
1.884631942843584085e+01 7.857942566007790000e+15
1.892971022236697110e+01 7.825891298567618000e+15
1.901310101629810489e+01 7.794549723724895000e+15
1.909649181022923514e+01 7.763919826054252000e+15
1.917988260416036539e+01 7.734003138895282000e+15
1.926327339809149919e+01 7.704800767623304000e+15
1.934666419202262944e+01 7.676313411858061000e+15
1.943005498595376324e+01 7.648541386737495000e+15
1.951344577988489348e+01 7.621484643299662000e+15
1.959683657381602728e+01 7.595142787766743000e+15
1.968022736774716108e+01 7.569515100092623000e+15
1.976361816167829133e+01 7.544600551372165000e+15
1.984700895560942513e+01 7.520397820533381000e+15
1.993039974954055538e+01 7.496905309990323000e+15
2.001379054347168918e+01 7.474121160530752000e+15
2.009718133740281942e+01 7.452043265245303000e+15
2.018057213133394967e+01 7.430669282695475000e+15
2.026396292526508347e+01 7.409996649241135000e+15
2.034735371919621372e+01 7.390022590537262000e+15
2.043074451312735107e+01 7.370744132254366000e+15
2.051413530705848132e+01 7.352158110063970000e+15
2.059752610098961156e+01 7.334261178883785000e+15
2.068091689492074536e+01 7.317049821321582000e+15
2.076430768885187561e+01 7.300520355512264000e+15
2.084769848278300941e+01 7.284668942189695000e+15
2.093108927671413966e+01 7.269491591159543000e+15
2.101448007064526990e+01 7.254984167068267000e+15
2.109787086457640370e+01 7.241142394548722000e+15
2.118126165850753395e+01 7.227961862800878000e+15
2.126465245243867130e+01 7.215438029533216000e+15
2.134804324636980155e+01 7.203566224334906000e+15
2.143143404030093180e+01 7.192341651472116000e+15
2.151482483423206560e+01 7.181759392199132000e+15
2.159821562816319584e+01 7.171814406531325000e+15
2.168160642209432964e+01 7.162501534417921000e+15
2.176499721602545989e+01 7.153815496529733000e+15
2.184838800995659014e+01 7.145750894549684000e+15
2.193177880388772394e+01 7.138302210966213000e+15
2.201516959781885419e+01 7.131463808435951000e+15
2.209856039174999154e+01 7.125229928713367000e+15
2.218195118568112179e+01 7.119594691205581000e+15
2.226534197961225203e+01 7.114552091048740000e+15
2.234873277354338583e+01 7.110095996920760000e+15
2.243212356747451608e+01 7.106220148278767000e+15
2.251551436140564988e+01 7.102918152504611000e+15
2.259890515533678013e+01 7.100183481482392000e+15
2.268229594926791037e+01 7.098009468027658000e+15
